condition,true_class,seed,evidence_sufficient,classification_correct,classification_margin,top_score,second_score,mean_score,score_spread,top_to_second_ratio
measurement_noise_1.25,measurement_noise,41,True,True,1.5059577383405554,1.945956084122582,0.4399983457820267,0.6125385809616324,1.939669339737263,4.422644091217056
measurement_noise_1.25,measurement_noise,42,True,True,1.2761872507390801,1.8844824963821103,0.6082952456430302,0.7029977684105688,1.8844824963821103,3.097973409913671
measurement_noise_1.25,measurement_noise,43,True,True,1.4779410737754193,1.8515516381532946,0.3736105643778754,0.5653090054746918,1.8515516381532946,4.955833198216664
measurement_noise_1.25,measurement_noise,44,True,True,1.4078468395076404,1.8857443842403343,0.47789754473269386,0.6730460291561746,1.8857443842403343,3.945917707719458
measurement_noise_1.25,measurement_noise,45,True,True,1.359582184682889,1.7408299470358344,0.38124776235294544,0.6139270040092748,1.7408299470358344,4.566138136227724
measurement_noise_1.25,measurement_noise,46,True,True,1.38623036039727,1.9756203927708698,0.5893900323735998,0.7327799961731809,1.9756203927708698,3.3519745571727295
measurement_noise_1.25,measurement_noise,47,True,True,1.3957744256559443,2.0251625911476747,0.6293881654917304,0.7387364745153193,2.0251625911476747,3.217668685527685
measurement_noise_1.25,measurement_noise,48,True,True,0.8793395376831448,1.7097838225153978,0.8304442848322531,0.8343331106466714,1.669391335111007,2.0588784265746494
measurement_noise_1.25,measurement_noise,49,True,True,1.0756083503491922,2.1147723251645907,1.0391639748153985,1.0915237425316857,1.547818710041946,2.0350708612067048
process_disturbance_2.0,process_disturbance,0,False,False,0.12091968881245996,1.324484728566205,1.203565039753745,0.7234681579016171,1.2086618652796863,1.1004679305375138
process_disturbance_2.0,process_disturbance,1,False,True,2.6662233508338553,5.64488662001657,2.978663269182715,2.247319099962325,5.51988662001657,1.8951073383879065
process_disturbance_2.0,process_disturbance,2,False,True,0.15858942626658645,0.9613779007544053,0.8027884744878189,0.6261063701357348,0.5961187954536902,1.1975482101515837
process_disturbance_2.0,process_disturbance,3,False,False,0.510380430575902,1.1249432123550889,0.6145627817791869,0.6357639116046877,0.7563922756167176,1.8304772851627904
process_disturbance_2.0,process_disturbance,4,False,True,0.37745697101115927,1.7617279799169943,1.384271008905835,0.8696265205166572,1.6792208866731946,1.2726756311311025
process_disturbance_2.0,process_disturbance,5,False,False,0.02183933741818178,1.0163982268834413,0.9945588894652595,0.9045498053084622,0.2499572295011665,1.0219588177718688
process_disturbance_2.0,process_disturbance,6,False,True,1.1454866394481868,3.012562269898341,1.8670756304501541,1.3247646338144476,2.8441563197203705,1.6135191423233322
process_disturbance_2.0,process_disturbance,7,False,True,0.5690407544967994,1.1427797738709136,0.5737390193741142,0.5526851270118301,0.8985580590686209,1.9918111463214898
process_disturbance_2.0,process_disturbance,8,False,True,0.22461867296926252,0.9386922047760438,0.7140735318067812,0.5753386134527236,0.9386922047760438,1.3145595838002953
process_disturbance_2.0,process_disturbance,9,False,True,0.7250755473673323,2.012762991179809,1.2876874438124766,0.9004063480745359,2.012762991179809,1.5630834958047166
