condition,true_class,replicate,population_size,hard_accuracy,coverage,selective_accuracy,evidence_sufficient
structural_change_0.875,structural_change,96,100,0.83,0.59,0.9491525423728814,False
structural_change_0.875,structural_change,97,100,0.79,0.55,0.8909090909090909,False
structural_change_0.875,structural_change,98,100,0.74,0.59,0.864406779661017,False
structural_change_0.875,structural_change,99,100,0.84,0.67,0.9552238805970149,False
structural_change_0.855,structural_change,0,100,0.93,0.77,0.987012987012987,False
structural_change_0.855,structural_change,1,100,0.91,0.84,0.9523809523809523,True
structural_change_0.855,structural_change,2,100,0.95,0.88,0.9659090909090909,True
structural_change_0.855,structural_change,3,100,0.92,0.87,0.9655172413793104,True
structural_change_0.855,structural_change,4,100,0.92,0.88,0.9545454545454546,True
structural_change_0.855,structural_change,5,100,0.97,0.84,1.0,True
structural_change_0.855,structural_change,6,100,0.96,0.89,0.9887640449438202,True
structural_change_0.855,structural_change,7,100,0.95,0.81,0.9876543209876543,True
structural_change_0.855,structural_change,8,100,0.96,0.83,0.9759036144578314,True
structural_change_0.855,structural_change,9,100,0.94,0.85,0.9529411764705882,True
structural_change_0.855,structural_change,10,100,0.89,0.79,0.9873417721518988,False
structural_change_0.855,structural_change,11,100,0.89,0.76,0.9605263157894737,False
structural_change_0.855,structural_change,12,100,0.96,0.91,0.978021978021978,True
structural_change_0.855,structural_change,13,100,0.91,0.81,0.9753086419753086,True
structural_change_0.855,structural_change,14,100,0.91,0.84,0.9642857142857143,True
structural_change_0.855,structural_change,15,100,0.91,0.92,0.9456521739130435,False
structural_change_0.855,structural_change,16,100,0.91,0.86,0.9767441860465116,True
structural_change_0.855,structural_change,17,100,0.93,0.83,0.9518072289156626,True
structural_change_0.855,structural_change,18,100,0.92,0.9,0.9666666666666667,True
structural_change_0.855,structural_change,19,100,0.94,0.9,0.9777777777777777,True
structural_change_0.855,structural_change,20,100,0.95,0.87,0.9885057471264368,True
structural_change_0.855,structural_change,21,100,0.92,0.79,0.9620253164556962,False
structural_change_0.855,structural_change,22,100,0.91,0.86,0.9651162790697675,True
structural_change_0.855,structural_change,23,100,0.93,0.82,0.9512195121951219,True
structural_change_0.855,structural_change,24,100,0.94,0.88,0.9772727272727273,True
structural_change_0.855,structural_change,25,100,0.95,0.92,0.967391304347826,True
structural_change_0.855,structural_change,26,100,0.97,0.88,1.0,True
structural_change_0.855,structural_change,27,100,0.9,0.88,0.9431818181818182,False
structural_change_0.855,structural_change,28,100,0.92,0.89,0.9550561797752809,True
structural_change_0.855,structural_change,29,100,0.94,0.84,0.9761904761904762,True
structural_change_0.855,structural_change,30,100,0.95,0.85,0.9882352941176471,True
structural_change_0.855,structural_change,31,100,0.98,0.87,1.0,True
structural_change_0.855,structural_change,32,100,0.98,0.89,0.9887640449438202,True
structural_change_0.855,structural_change,33,100,0.86,0.86,0.9302325581395349,False
structural_change_0.855,structural_change,34,100,0.95,0.94,0.9680851063829787,True
structural_change_0.855,structural_change,35,100,0.9,0.83,0.9759036144578314,True
structural_change_0.855,structural_change,36,100,0.94,0.9,0.9555555555555556,True
structural_change_0.855,structural_change,37,100,0.91,0.83,0.9759036144578314,True
structural_change_0.855,structural_change,38,100,0.95,0.9,0.9666666666666667,True
structural_change_0.855,structural_change,39,100,0.95,0.91,0.978021978021978,True
structural_change_0.855,structural_change,40,100,0.87,0.86,0.9186046511627907,False
structural_change_0.855,structural_change,41,100,0.91,0.82,0.975609756097561,True
structural_change_0.855,structural_change,42,100,0.96,0.87,1.0,True
structural_change_0.855,structural_change,43,100,0.91,0.87,0.9540229885057471,True
structural_change_0.855,structural_change,44,100,0.99,0.91,0.989010989010989,True
structural_change_0.855,structural_change,45,100,0.94,0.81,0.9629629629629629,True
structural_change_0.855,structural_change,46,100,0.95,0.89,0.9662921348314607,True
structural_change_0.855,structural_change,47,100,0.95,0.89,0.9662921348314607,True
structural_change_0.855,structural_change,48,100,0.93,0.85,0.9764705882352941,True
structural_change_0.855,structural_change,49,100,0.94,0.86,0.9767441860465116,True
structural_change_0.855,structural_change,50,100,0.96,0.86,0.9883720930232558,True
structural_change_0.855,structural_change,51,100,0.89,0.84,0.9642857142857143,False
structural_change_0.855,structural_change,52,100,0.98,0.87,1.0,True
structural_change_0.855,structural_change,53,100,0.95,0.84,0.9880952380952381,True
structural_change_0.855,structural_change,54,100,0.95,0.89,0.9887640449438202,True
structural_change_0.855,structural_change,55,100,1.0,0.87,1.0,True
structural_change_0.855,structural_change,56,100,0.96,0.87,0.9885057471264368,True
structural_change_0.855,structural_change,57,100,0.92,0.88,0.9772727272727273,True
structural_change_0.855,structural_change,58,100,0.93,0.87,0.9540229885057471,True
structural_change_0.855,structural_change,59,100,0.89,0.91,0.945054945054945,False
structural_change_0.855,structural_change,60,100,0.98,0.89,0.9775280898876404,True
structural_change_0.855,structural_change,61,100,0.9,0.88,0.9431818181818182,False
structural_change_0.855,structural_change,62,100,0.94,0.83,0.9518072289156626,True
structural_change_0.855,structural_change,63,100,0.94,0.82,0.975609756097561,True
structural_change_0.855,structural_change,64,100,0.93,0.86,0.9767441860465116,True
structural_change_0.855,structural_change,65,100,0.95,0.86,0.9883720930232558,True
structural_change_0.855,structural_change,66,100,0.94,0.85,0.9764705882352941,True
structural_change_0.855,structural_change,67,100,0.95,0.82,0.9878048780487805,True
structural_change_0.855,structural_change,68,100,0.92,0.82,0.9878048780487805,True
structural_change_0.855,structural_change,69,100,0.94,0.89,0.9887640449438202,True
structural_change_0.855,structural_change,70,100,0.95,0.89,0.9887640449438202,True
structural_change_0.855,structural_change,71,100,0.93,0.81,0.9382716049382716,False
structural_change_0.855,structural_change,72,100,0.93,0.91,0.9560439560439561,True
structural_change_0.855,structural_change,73,100,0.93,0.9,0.9555555555555556,True
structural_change_0.855,structural_change,74,100,0.93,0.85,0.9294117647058824,False
structural_change_0.855,structural_change,75,100,0.93,0.87,0.9770114942528736,True
structural_change_0.855,structural_change,76,100,0.94,0.88,0.9772727272727273,True
structural_change_0.855,structural_change,77,100,0.92,0.82,0.9512195121951219,True
structural_change_0.855,structural_change,78,100,0.96,0.89,0.9775280898876404,True
structural_change_0.855,structural_change,79,100,0.91,0.85,0.9411764705882353,False
structural_change_0.855,structural_change,80,100,0.97,0.87,0.9770114942528736,True
structural_change_0.855,structural_change,81,100,0.91,0.78,0.9615384615384616,False
structural_change_0.855,structural_change,82,100,0.96,0.85,0.9882352941176471,True
structural_change_0.855,structural_change,83,100,0.95,0.89,0.9775280898876404,True
structural_change_0.855,structural_change,84,100,0.95,0.9,0.9666666666666667,True
structural_change_0.855,structural_change,85,100,0.93,0.76,1.0,False
structural_change_0.855,structural_change,86,100,0.94,0.85,0.9647058823529412,True
structural_change_0.855,structural_change,87,100,0.95,0.88,0.9659090909090909,True
structural_change_0.855,structural_change,88,100,0.94,0.81,0.9876543209876543,True
structural_change_0.855,structural_change,89,100,0.92,0.88,0.9659090909090909,True
structural_change_0.855,structural_change,90,100,0.91,0.88,0.9659090909090909,True
structural_change_0.855,structural_change,91,100,0.92,0.88,0.9431818181818182,False
structural_change_0.855,structural_change,92,100,0.95,0.83,1.0,True
structural_change_0.855,structural_change,93,100,0.97,0.87,0.9655172413793104,True
structural_change_0.855,structural_change,94,100,0.89,0.88,0.9318181818181818,False
structural_change_0.855,structural_change,95,100,0.96,0.95,0.9789473684210527,True
structural_change_0.855,structural_change,96,100,0.95,0.87,0.9885057471264368,True
structural_change_0.855,structural_change,97,100,0.93,0.87,0.9770114942528736,True
structural_change_0.855,structural_change,98,100,0.99,0.87,0.9885057471264368,True
structural_change_0.855,structural_change,99,100,0.97,0.87,0.9770114942528736,True
