condition,true_class,magnitude,sequence_replicate,evidence_budget,estimated_p_pass,estimated_p_fail_A,estimated_p_fail_C,estimated_p_fail_S,reference_p_fail_A,reference_p_fail_C,reference_p_fail_S,marginal_mae,joint_total_variation,joint_js_divergence
process_disturbance_2.90,process_disturbance,2.9,103,10,0.9,0.1,0.0,0.1,0.04,0.0,0.02,0.04666666666666667,0.07999999999999997,0.031696854065138204
process_disturbance_2.90,process_disturbance,2.9,103,20,0.95,0.05,0.0,0.05,0.04,0.0,0.02,0.013333333333333334,0.030000000000000006,0.014809663629383109
process_disturbance_2.90,process_disturbance,2.9,104,5,1.0,0.0,0.0,0.0,0.04,0.0,0.02,0.02,0.04000000000000002,0.020294448000613266
process_disturbance_2.90,process_disturbance,2.9,104,10,1.0,0.0,0.0,0.0,0.04,0.0,0.02,0.02,0.04000000000000002,0.020294448000613266
process_disturbance_2.90,process_disturbance,2.9,104,20,0.95,0.05,0.0,0.05,0.04,0.0,0.02,0.013333333333333334,0.030000000000000006,0.014809663629383109
process_disturbance_2.90,process_disturbance,2.9,105,5,1.0,0.0,0.0,0.0,0.04,0.0,0.02,0.02,0.04000000000000002,0.020294448000613266
process_disturbance_2.90,process_disturbance,2.9,105,10,1.0,0.0,0.0,0.0,0.04,0.0,0.02,0.02,0.04000000000000002,0.020294448000613266
process_disturbance_2.90,process_disturbance,2.9,105,20,1.0,0.0,0.0,0.0,0.04,0.0,0.02,0.02,0.04000000000000002,0.020294448000613266
process_disturbance_2.90,process_disturbance,2.9,106,5,1.0,0.0,0.0,0.0,0.04,0.0,0.02,0.02,0.04000000000000002,0.020294448000613266
process_disturbance_2.90,process_disturbance,2.9,106,10,1.0,0.0,0.0,0.0,0.04,0.0,0.02,0.02,0.04000000000000002,0.020294448000613266
process_disturbance_2.90,process_disturbance,2.9,106,20,1.0,0.0,0.0,0.0,0.04,0.0,0.02,0.02,0.04000000000000002,0.020294448000613266
process_disturbance_2.90,process_disturbance,2.9,107,5,1.0,0.0,0.0,0.0,0.04,0.0,0.02,0.02,0.04000000000000002,0.020294448000613266
process_disturbance_2.90,process_disturbance,2.9,107,10,0.9,0.1,0.0,0.1,0.04,0.0,0.02,0.04666666666666667,0.07999999999999997,0.031696854065138204
process_disturbance_2.90,process_disturbance,2.9,107,20,0.9,0.1,0.0,0.05,0.04,0.0,0.02,0.030000000000000002,0.05999999999999997,0.010279759564375292
process_disturbance_2.90,process_disturbance,2.9,108,5,1.0,0.0,0.0,0.0,0.04,0.0,0.02,0.02,0.04000000000000002,0.020294448000613266
process_disturbance_2.90,process_disturbance,2.9,108,10,1.0,0.0,0.0,0.0,0.04,0.0,0.02,0.02,0.04000000000000002,0.020294448000613266
process_disturbance_2.90,process_disturbance,2.9,108,20,1.0,0.0,0.0,0.0,0.04,0.0,0.02,0.02,0.04000000000000002,0.020294448000613266
process_disturbance_2.90,process_disturbance,2.9,109,5,0.8,0.2,0.0,0.2,0.04,0.0,0.02,0.11333333333333334,0.17999999999999997,0.07690874533891187
process_disturbance_2.90,process_disturbance,2.9,109,10,0.9,0.1,0.0,0.1,0.04,0.0,0.02,0.04666666666666667,0.07999999999999997,0.031696854065138204
process_disturbance_2.90,process_disturbance,2.9,109,20,0.9,0.1,0.0,0.05,0.04,0.0,0.02,0.030000000000000002,0.05999999999999997,0.010279759564375292
process_disturbance_2.90,process_disturbance,2.9,110,5,1.0,0.0,0.0,0.0,0.04,0.0,0.02,0.02,0.04000000000000002,0.020294448000613266
process_disturbance_2.90,process_disturbance,2.9,110,10,0.9,0.1,0.0,0.0,0.04,0.0,0.02,0.02666666666666667,0.07999999999999997,0.031696854065138204
process_disturbance_2.90,process_disturbance,2.9,110,20,0.95,0.05,0.0,0.0,0.04,0.0,0.02,0.01,0.030000000000000006,0.014809663629383109
process_disturbance_2.90,process_disturbance,2.9,111,5,1.0,0.0,0.0,0.0,0.04,0.0,0.02,0.02,0.04000000000000002,0.020294448000613266
process_disturbance_2.90,process_disturbance,2.9,111,10,1.0,0.0,0.0,0.0,0.04,0.0,0.02,0.02,0.04000000000000002,0.020294448000613266
process_disturbance_2.90,process_disturbance,2.9,111,20,0.9,0.1,0.0,0.05,0.04,0.0,0.02,0.030000000000000002,0.05999999999999997,0.010279759564375292
process_disturbance_2.90,process_disturbance,2.9,112,5,1.0,0.0,0.0,0.0,0.04,0.0,0.02,0.02,0.04000000000000002,0.020294448000613266
process_disturbance_2.90,process_disturbance,2.9,112,10,0.9,0.1,0.0,0.0,0.04,0.0,0.02,0.02666666666666667,0.07999999999999997,0.031696854065138204
process_disturbance_2.90,process_disturbance,2.9,112,20,0.95,0.05,0.0,0.0,0.04,0.0,0.02,0.01,0.030000000000000006,0.014809663629383109
process_disturbance_2.90,process_disturbance,2.9,113,5,1.0,0.0,0.0,0.0,0.04,0.0,0.02,0.02,0.04000000000000002,0.020294448000613266
process_disturbance_2.90,process_disturbance,2.9,113,10,1.0,0.0,0.0,0.0,0.04,0.0,0.02,0.02,0.04000000000000002,0.020294448000613266
process_disturbance_2.90,process_disturbance,2.9,113,20,1.0,0.0,0.0,0.0,0.04,0.0,0.02,0.02,0.04000000000000002,0.020294448000613266
process_disturbance_2.90,process_disturbance,2.9,114,5,1.0,0.0,0.0,0.0,0.04,0.0,0.02,0.02,0.04000000000000002,0.020294448000613266
process_disturbance_2.90,process_disturbance,2.9,114,10,0.9,0.1,0.0,0.1,0.04,0.0,0.02,0.04666666666666667,0.07999999999999997,0.031696854065138204
process_disturbance_2.90,process_disturbance,2.9,114,20,0.95,0.05,0.0,0.05,0.04,0.0,0.02,0.013333333333333334,0.030000000000000006,0.014809663629383109
process_disturbance_2.90,process_disturbance,2.9,115,5,1.0,0.0,0.0,0.0,0.04,0.0,0.02,0.02,0.04000000000000002,0.020294448000613266
process_disturbance_2.90,process_disturbance,2.9,115,10,1.0,0.0,0.0,0.0,0.04,0.0,0.02,0.02,0.04000000000000002,0.020294448000613266
process_disturbance_2.90,process_disturbance,2.9,115,20,1.0,0.0,0.0,0.0,0.04,0.0,0.02,0.02,0.04000000000000002,0.020294448000613266
process_disturbance_2.90,process_disturbance,2.9,116,5,1.0,0.0,0.0,0.0,0.04,0.0,0.02,0.02,0.04000000000000002,0.020294448000613266
process_disturbance_2.90,process_disturbance,2.9,116,10,0.9,0.1,0.0,0.1,0.04,0.0,0.02,0.04666666666666667,0.07999999999999997,0.031696854065138204
process_disturbance_2.90,process_disturbance,2.9,116,20,0.9,0.1,0.0,0.05,0.04,0.0,0.02,0.030000000000000002,0.05999999999999997,0.010279759564375292
process_disturbance_2.90,process_disturbance,2.9,117,5,1.0,0.0,0.0,0.0,0.04,0.0,0.02,0.02,0.04000000000000002,0.020294448000613266
process_disturbance_2.90,process_disturbance,2.9,117,10,1.0,0.0,0.0,0.0,0.04,0.0,0.02,0.02,0.04000000000000002,0.020294448000613266
process_disturbance_2.90,process_disturbance,2.9,117,20,0.95,0.05,0.0,0.05,0.04,0.0,0.02,0.013333333333333334,0.030000000000000006,0.014809663629383109
process_disturbance_2.90,process_disturbance,2.9,118,5,1.0,0.0,0.0,0.0,0.04,0.0,0.02,0.02,0.04000000000000002,0.020294448000613266
process_disturbance_2.90,process_disturbance,2.9,118,10,1.0,0.0,0.0,0.0,0.04,0.0,0.02,0.02,0.04000000000000002,0.020294448000613266
process_disturbance_2.90,process_disturbance,2.9,118,20,1.0,0.0,0.0,0.0,0.04,0.0,0.02,0.02,0.04000000000000002,0.020294448000613266
process_disturbance_2.90,process_disturbance,2.9,119,5,1.0,0.0,0.0,0.0,0.04,0.0,0.02,0.02,0.04000000000000002,0.020294448000613266
process_disturbance_2.90,process_disturbance,2.9,119,10,0.9,0.1,0.0,0.1,0.04,0.0,0.02,0.04666666666666667,0.07999999999999997,0.031696854065138204
process_disturbance_2.90,process_disturbance,2.9,119,20,0.95,0.05,0.0,0.05,0.04,0.0,0.02,0.013333333333333334,0.030000000000000006,0.014809663629383109
process_disturbance_2.90,process_disturbance,2.9,120,5,1.0,0.0,0.0,0.0,0.04,0.0,0.02,0.02,0.04000000000000002,0.020294448000613266
process_disturbance_2.90,process_disturbance,2.9,120,10,1.0,0.0,0.0,0.0,0.04,0.0,0.02,0.02,0.04000000000000002,0.020294448000613266
process_disturbance_2.90,process_disturbance,2.9,120,20,1.0,0.0,0.0,0.0,0.04,0.0,0.02,0.02,0.04000000000000002,0.020294448000613266
process_disturbance_2.90,process_disturbance,2.9,121,5,1.0,0.0,0.0,0.0,0.04,0.0,0.02,0.02,0.04000000000000002,0.020294448000613266
process_disturbance_2.90,process_disturbance,2.9,121,10,1.0,0.0,0.0,0.0,0.04,0.0,0.02,0.02,0.04000000000000002,0.020294448000613266
process_disturbance_2.90,process_disturbance,2.9,121,20,1.0,0.0,0.0,0.0,0.04,0.0,0.02,0.02,0.04000000000000002,0.020294448000613266
process_disturbance_2.90,process_disturbance,2.9,122,5,0.8,0.2,0.0,0.0,0.04,0.0,0.02,0.06,0.18,0.07690874533891187
process_disturbance_2.90,process_disturbance,2.9,122,10,0.9,0.1,0.0,0.0,0.04,0.0,0.02,0.02666666666666667,0.07999999999999997,0.031696854065138204
process_disturbance_2.90,process_disturbance,2.9,122,20,0.9,0.1,0.0,0.05,0.04,0.0,0.02,0.030000000000000002,0.05999999999999997,0.010279759564375292
process_disturbance_2.90,process_disturbance,2.9,123,5,1.0,0.0,0.0,0.0,0.04,0.0,0.02,0.02,0.04000000000000002,0.020294448000613266
process_disturbance_2.90,process_disturbance,2.9,123,10,0.9,0.1,0.0,0.1,0.04,0.0,0.02,0.04666666666666667,0.07999999999999997,0.031696854065138204
process_disturbance_2.90,process_disturbance,2.9,123,20,0.95,0.05,0.0,0.05,0.04,0.0,0.02,0.013333333333333334,0.030000000000000006,0.014809663629383109
process_disturbance_2.90,process_disturbance,2.9,124,5,1.0,0.0,0.0,0.0,0.04,0.0,0.02,0.02,0.04000000000000002,0.020294448000613266
process_disturbance_2.90,process_disturbance,2.9,124,10,1.0,0.0,0.0,0.0,0.04,0.0,0.02,0.02,0.04000000000000002,0.020294448000613266
process_disturbance_2.90,process_disturbance,2.9,124,20,1.0,0.0,0.0,0.0,0.04,0.0,0.02,0.02,0.04000000000000002,0.020294448000613266
process_disturbance_2.90,process_disturbance,2.9,125,5,1.0,0.0,0.0,0.0,0.04,0.0,0.02,0.02,0.04000000000000002,0.020294448000613266
process_disturbance_2.90,process_disturbance,2.9,125,10,1.0,0.0,0.0,0.0,0.04,0.0,0.02,0.02,0.04000000000000002,0.020294448000613266
process_disturbance_2.90,process_disturbance,2.9,125,20,1.0,0.0,0.0,0.0,0.04,0.0,0.02,0.02,0.04000000000000002,0.020294448000613266
process_disturbance_2.90,process_disturbance,2.9,126,5,1.0,0.0,0.0,0.0,0.04,0.0,0.02,0.02,0.04000000000000002,0.020294448000613266
process_disturbance_2.90,process_disturbance,2.9,126,10,1.0,0.0,0.0,0.0,0.04,0.0,0.02,0.02,0.04000000000000002,0.020294448000613266
process_disturbance_2.90,process_disturbance,2.9,126,20,1.0,0.0,0.0,0.0,0.04,0.0,0.02,0.02,0.04000000000000002,0.020294448000613266
process_disturbance_2.90,process_disturbance,2.9,127,5,1.0,0.0,0.0,0.0,0.04,0.0,0.02,0.02,0.04000000000000002,0.020294448000613266
process_disturbance_2.90,process_disturbance,2.9,127,10,1.0,0.0,0.0,0.0,0.04,0.0,0.02,0.02,0.04000000000000002,0.020294448000613266
process_disturbance_2.90,process_disturbance,2.9,127,20,1.0,0.0,0.0,0.0,0.04,0.0,0.02,0.02,0.04000000000000002,0.020294448000613266
process_disturbance_2.90,process_disturbance,2.9,128,5,0.8,0.2,0.0,0.2,0.04,0.0,0.02,0.11333333333333334,0.17999999999999997,0.07690874533891187
process_disturbance_2.90,process_disturbance,2.9,128,10,0.9,0.1,0.0,0.1,0.04,0.0,0.02,0.04666666666666667,0.07999999999999997,0.031696854065138204
process_disturbance_2.90,process_disturbance,2.9,128,20,0.95,0.05,0.0,0.05,0.04,0.0,0.02,0.013333333333333334,0.030000000000000006,0.014809663629383109
process_disturbance_2.90,process_disturbance,2.9,129,5,1.0,0.0,0.0,0.0,0.04,0.0,0.02,0.02,0.04000000000000002,0.020294448000613266
process_disturbance_2.90,process_disturbance,2.9,129,10,1.0,0.0,0.0,0.0,0.04,0.0,0.02,0.02,0.04000000000000002,0.020294448000613266
process_disturbance_2.90,process_disturbance,2.9,129,20,1.0,0.0,0.0,0.0,0.04,0.0,0.02,0.02,0.04000000000000002,0.020294448000613266
process_disturbance_2.90,process_disturbance,2.9,130,5,0.8,0.2,0.0,0.2,0.04,0.0,0.02,0.11333333333333334,0.17999999999999997,0.07690874533891187
process_disturbance_2.90,process_disturbance,2.9,130,10,0.9,0.1,0.0,0.1,0.04,0.0,0.02,0.04666666666666667,0.07999999999999997,0.031696854065138204
process_disturbance_2.90,process_disturbance,2.9,130,20,0.95,0.05,0.0,0.05,0.04,0.0,0.02,0.013333333333333334,0.030000000000000006,0.014809663629383109
process_disturbance_2.90,process_disturbance,2.9,131,5,1.0,0.0,0.0,0.0,0.04,0.0,0.02,0.02,0.04000000000000002,0.020294448000613266
process_disturbance_2.90,process_disturbance,2.9,131,10,0.9,0.1,0.0,0.1,0.04,0.0,0.02,0.04666666666666667,0.07999999999999997,0.031696854065138204
process_disturbance_2.90,process_disturbance,2.9,131,20,0.95,0.05,0.0,0.05,0.04,0.0,0.02,0.013333333333333334,0.030000000000000006,0.014809663629383109
process_disturbance_2.90,process_disturbance,2.9,132,5,1.0,0.0,0.0,0.0,0.04,0.0,0.02,0.02,0.04000000000000002,0.020294448000613266
process_disturbance_2.90,process_disturbance,2.9,132,10,1.0,0.0,0.0,0.0,0.04,0.0,0.02,0.02,0.04000000000000002,0.020294448000613266
process_disturbance_2.90,process_disturbance,2.9,132,20,0.95,0.05,0.0,0.0,0.04,0.0,0.02,0.01,0.030000000000000006,0.014809663629383109
process_disturbance_2.90,process_disturbance,2.9,133,5,1.0,0.0,0.0,0.0,0.04,0.0,0.02,0.02,0.04000000000000002,0.020294448000613266
process_disturbance_2.90,process_disturbance,2.9,133,10,1.0,0.0,0.0,0.0,0.04,0.0,0.02,0.02,0.04000000000000002,0.020294448000613266
process_disturbance_2.90,process_disturbance,2.9,133,20,1.0,0.0,0.0,0.0,0.04,0.0,0.02,0.02,0.04000000000000002,0.020294448000613266
process_disturbance_2.90,process_disturbance,2.9,134,5,0.8,0.2,0.0,0.2,0.04,0.0,0.02,0.11333333333333334,0.17999999999999997,0.07690874533891187
process_disturbance_2.90,process_disturbance,2.9,134,10,0.9,0.1,0.0,0.1,0.04,0.0,0.02,0.04666666666666667,0.07999999999999997,0.031696854065138204
process_disturbance_2.90,process_disturbance,2.9,134,20,0.95,0.05,0.0,0.05,0.04,0.0,0.02,0.013333333333333334,0.030000000000000006,0.014809663629383109
process_disturbance_2.90,process_disturbance,2.9,135,5,1.0,0.0,0.0,0.0,0.04,0.0,0.02,0.02,0.04000000000000002,0.020294448000613266
process_disturbance_2.90,process_disturbance,2.9,135,10,1.0,0.0,0.0,0.0,0.04,0.0,0.02,0.02,0.04000000000000002,0.020294448000613266
process_disturbance_2.90,process_disturbance,2.9,135,20,0.95,0.05,0.0,0.05,0.04,0.0,0.02,0.013333333333333334,0.030000000000000006,0.014809663629383109
process_disturbance_2.90,process_disturbance,2.9,136,5,1.0,0.0,0.0,0.0,0.04,0.0,0.02,0.02,0.04000000000000002,0.020294448000613266
process_disturbance_2.90,process_disturbance,2.9,136,10,1.0,0.0,0.0,0.0,0.04,0.0,0.02,0.02,0.04000000000000002,0.020294448000613266
process_disturbance_2.90,process_disturbance,2.9,136,20,1.0,0.0,0.0,0.0,0.04,0.0,0.02,0.02,0.04000000000000002,0.020294448000613266
process_disturbance_2.90,process_disturbance,2.9,137,5,0.8,0.2,0.0,0.2,0.04,0.0,0.02,0.11333333333333334,0.17999999999999997,0.07690874533891187
process_disturbance_2.90,process_disturbance,2.9,137,10,0.9,0.1,0.0,0.1,0.04,0.0,0.02,0.04666666666666667,0.07999999999999997,0.031696854065138204
process_disturbance_2.90,process_disturbance,2.9,137,20,0.95,0.05,0.0,0.05,0.04,0.0,0.02,0.013333333333333334,0.030000000000000006,0.014809663629383109
process_disturbance_2.90,process_disturbance,2.9,138,5,0.6,0.4,0.0,0.2,0.04,0.0,0.02,0.18000000000000002,0.36000000000000004,0.15354611119342382
process_disturbance_2.90,process_disturbance,2.9,138,10,0.8,0.2,0.0,0.1,0.04,0.0,0.02,0.08,0.15999999999999998,0.0472507233024758
process_disturbance_2.90,process_disturbance,2.9,138,20,0.9,0.1,0.0,0.05,0.04,0.0,0.02,0.030000000000000002,0.05999999999999997,0.010279759564375292
process_disturbance_2.90,process_disturbance,2.9,139,5,1.0,0.0,0.0,0.0,0.04,0.0,0.02,0.02,0.04000000000000002,0.020294448000613266
process_disturbance_2.90,process_disturbance,2.9,139,10,0.9,0.1,0.0,0.0,0.04,0.0,0.02,0.02666666666666667,0.07999999999999997,0.031696854065138204
process_disturbance_2.90,process_disturbance,2.9,139,20,0.95,0.05,0.0,0.0,0.04,0.0,0.02,0.01,0.030000000000000006,0.014809663629383109
process_disturbance_2.90,process_disturbance,2.9,140,5,1.0,0.0,0.0,0.0,0.04,0.0,0.02,0.02,0.04000000000000002,0.020294448000613266
process_disturbance_2.90,process_disturbance,2.9,140,10,1.0,0.0,0.0,0.0,0.04,0.0,0.02,0.02,0.04000000000000002,0.020294448000613266
process_disturbance_2.90,process_disturbance,2.9,140,20,1.0,0.0,0.0,0.0,0.04,0.0,0.02,0.02,0.04000000000000002,0.020294448000613266
process_disturbance_2.90,process_disturbance,2.9,141,5,0.8,0.2,0.0,0.2,0.04,0.0,0.02,0.11333333333333334,0.17999999999999997,0.07690874533891187
process_disturbance_2.90,process_disturbance,2.9,141,10,0.9,0.1,0.0,0.1,0.04,0.0,0.02,0.04666666666666667,0.07999999999999997,0.031696854065138204
process_disturbance_2.90,process_disturbance,2.9,141,20,0.95,0.05,0.0,0.05,0.04,0.0,0.02,0.013333333333333334,0.030000000000000006,0.014809663629383109
process_disturbance_2.90,process_disturbance,2.9,142,5,1.0,0.0,0.0,0.0,0.04,0.0,0.02,0.02,0.04000000000000002,0.020294448000613266
process_disturbance_2.90,process_disturbance,2.9,142,10,1.0,0.0,0.0,0.0,0.04,0.0,0.02,0.02,0.04000000000000002,0.020294448000613266
process_disturbance_2.90,process_disturbance,2.9,142,20,0.9,0.1,0.0,0.05,0.04,0.0,0.02,0.030000000000000002,0.05999999999999997,0.010279759564375292
process_disturbance_2.90,process_disturbance,2.9,143,5,1.0,0.0,0.0,0.0,0.04,0.0,0.02,0.02,0.04000000000000002,0.020294448000613266
process_disturbance_2.90,process_disturbance,2.9,143,10,1.0,0.0,0.0,0.0,0.04,0.0,0.02,0.02,0.04000000000000002,0.020294448000613266
process_disturbance_2.90,process_disturbance,2.9,143,20,1.0,0.0,0.0,0.0,0.04,0.0,0.02,0.02,0.04000000000000002,0.020294448000613266
process_disturbance_2.90,process_disturbance,2.9,144,5,1.0,0.0,0.0,0.0,0.04,0.0,0.02,0.02,0.04000000000000002,0.020294448000613266
process_disturbance_2.90,process_disturbance,2.9,144,10,1.0,0.0,0.0,0.0,0.04,0.0,0.02,0.02,0.04000000000000002,0.020294448000613266
process_disturbance_2.90,process_disturbance,2.9,144,20,1.0,0.0,0.0,0.0,0.04,0.0,0.02,0.02,0.04000000000000002,0.020294448000613266
process_disturbance_2.90,process_disturbance,2.9,145,5,1.0,0.0,0.0,0.0,0.04,0.0,0.02,0.02,0.04000000000000002,0.020294448000613266
process_disturbance_2.90,process_disturbance,2.9,145,10,1.0,0.0,0.0,0.0,0.04,0.0,0.02,0.02,0.04000000000000002,0.020294448000613266
process_disturbance_2.90,process_disturbance,2.9,145,20,0.95,0.05,0.0,0.05,0.04,0.0,0.02,0.013333333333333334,0.030000000000000006,0.014809663629383109
process_disturbance_2.90,process_disturbance,2.9,146,5,1.0,0.0,0.0,0.0,0.04,0.0,0.02,0.02,0.04000000000000002,0.020294448000613266
process_disturbance_2.90,process_disturbance,2.9,146,10,0.9,0.1,0.0,0.1,0.04,0.0,0.02,0.04666666666666667,0.07999999999999997,0.031696854065138204
process_disturbance_2.90,process_disturbance,2.9,146,20,0.95,0.05,0.0,0.05,0.04,0.0,0.02,0.013333333333333334,0.030000000000000006,0.014809663629383109
process_disturbance_2.90,process_disturbance,2.9,147,5,0.8,0.2,0.0,0.2,0.04,0.0,0.02,0.11333333333333334,0.17999999999999997,0.07690874533891187
process_disturbance_2.90,process_disturbance,2.9,147,10,0.9,0.1,0.0,0.1,0.04,0.0,0.02,0.04666666666666667,0.07999999999999997,0.031696854065138204
process_disturbance_2.90,process_disturbance,2.9,147,20,0.95,0.05,0.0,0.05,0.04,0.0,0.02,0.013333333333333334,0.030000000000000006,0.014809663629383109
process_disturbance_2.90,process_disturbance,2.9,148,5,1.0,0.0,0.0,0.0,0.04,0.0,0.02,0.02,0.04000000000000002,0.020294448000613266
process_disturbance_2.90,process_disturbance,2.9,148,10,1.0,0.0,0.0,0.0,0.04,0.0,0.02,0.02,0.04000000000000002,0.020294448000613266
process_disturbance_2.90,process_disturbance,2.9,148,20,1.0,0.0,0.0,0.0,0.04,0.0,0.02,0.02,0.04000000000000002,0.020294448000613266
process_disturbance_2.90,process_disturbance,2.9,149,5,1.0,0.0,0.0,0.0,0.04,0.0,0.02,0.02,0.04000000000000002,0.020294448000613266
process_disturbance_2.90,process_disturbance,2.9,149,10,1.0,0.0,0.0,0.0,0.04,0.0,0.02,0.02,0.04000000000000002,0.020294448000613266
process_disturbance_2.90,process_disturbance,2.9,149,20,1.0,0.0,0.0,0.0,0.04,0.0,0.02,0.02,0.04000000000000002,0.020294448000613266
process_disturbance_2.90,process_disturbance,2.9,150,5,1.0,0.0,0.0,0.0,0.04,0.0,0.02,0.02,0.04000000000000002,0.020294448000613266
process_disturbance_2.90,process_disturbance,2.9,150,10,1.0,0.0,0.0,0.0,0.04,0.0,0.02,0.02,0.04000000000000002,0.020294448000613266
process_disturbance_2.90,process_disturbance,2.9,150,20,0.95,0.05,0.0,0.0,0.04,0.0,0.02,0.01,0.030000000000000006,0.014809663629383109
process_disturbance_2.90,process_disturbance,2.9,151,5,1.0,0.0,0.0,0.0,0.04,0.0,0.02,0.02,0.04000000000000002,0.020294448000613266
process_disturbance_2.90,process_disturbance,2.9,151,10,0.8,0.2,0.0,0.1,0.04,0.0,0.02,0.08,0.15999999999999998,0.0472507233024758
process_disturbance_2.90,process_disturbance,2.9,151,20,0.9,0.1,0.0,0.05,0.04,0.0,0.02,0.030000000000000002,0.05999999999999997,0.010279759564375292
process_disturbance_2.90,process_disturbance,2.9,152,5,1.0,0.0,0.0,0.0,0.04,0.0,0.02,0.02,0.04000000000000002,0.020294448000613266
process_disturbance_2.90,process_disturbance,2.9,152,10,1.0,0.0,0.0,0.0,0.04,0.0,0.02,0.02,0.04000000000000002,0.020294448000613266
process_disturbance_2.90,process_disturbance,2.9,152,20,1.0,0.0,0.0,0.0,0.04,0.0,0.02,0.02,0.04000000000000002,0.020294448000613266
process_disturbance_2.90,process_disturbance,2.9,153,5,0.8,0.2,0.0,0.0,0.04,0.0,0.02,0.06,0.18,0.07690874533891187
process_disturbance_2.90,process_disturbance,2.9,153,10,0.9,0.1,0.0,0.0,0.04,0.0,0.02,0.02666666666666667,0.07999999999999997,0.031696854065138204
process_disturbance_2.90,process_disturbance,2.9,153,20,0.9,0.1,0.0,0.05,0.04,0.0,0.02,0.030000000000000002,0.05999999999999997,0.010279759564375292
