generation_seed,test_index,outcome,primary_action,expanded_action,true_responsive_action,action_step,safety_score,downside_score,support_distance,predicted_under_risk,predicted_loss_k1,predicted_loss_k2,predicted_loss_k3,predicted_loss_k1_minus_k2,predicted_loss_k1_minus_k3,predicted_loss_k2_minus_k3,predicted_primary_regret,predicted_expanded_regret,predicted_regret_margin,primary_regret,expanded_regret,incremental_regret,context_benefit_probability,context_release_probability,context_anchor_age,context_trigger_score,context_feature_distance,context_current_mismatch_indicator,context_current_parameter_estimate
44078,49,beneficial,3,2,2,1,0.716767857142857,0.0008750805365230085,2.3925547103946174,0.04280309179150128,0.22865803998890621,0.20154641164606163,0.22126738377335547,0.027111628342844585,0.007390656215550739,-0.019720972127293845,0.0014121631487164657,0.002221172581029059,0.0008090094323125933,0.0,0.0,0.0,0.6872446906865073,0.3314378425501381,16.0,4.806755693104525,0.7034855632934344,0.4021527048890447,0.9205225658358677
44078,53,beneficial,3,1,1,2,0.8770773809523809,0.0029010500926865946,2.0634702337843147,0.02454237696897826,0.16465285166561336,0.20490682369073834,0.21229293154691778,-0.040253972025124984,-0.04764007988130442,-0.007386107856179436,9.954082752551786e-05,0.001815176633485543,0.0017156358059600251,0.0,0.0,0.0,0.7058246615831897,0.3293307485256047,35.0,4.799626694340233,0.8464688322446767,0.0066324676426336975,0.9140627280680249
44078,61,beneficial,3,1,1,2,0.8599077380952385,0.010651909897000968,2.147121053542771,0.03651615660371857,0.2102979691067517,0.23714435725562205,0.2682046915614103,-0.02684638814887036,-0.05790672245465861,-0.03106033430578825,2.2749990422006326e-05,0.0011876029553448836,0.0011648529649228771,0.0,0.0,0.0,0.6911380454942447,0.2852663223976598,21.0,5.047572358895003,0.7940185118251766,0.3489229291215289,0.9195562928835308
44078,62,harmful,3,1,3,2,0.6682847222222221,0.009934482762556394,2.2965222270407963,0.027550801496386966,0.2782462562032576,0.30529933621968247,0.3234661383779406,-0.02705308001642487,-0.04521988217468298,-0.01816680215825811,0.0009114675625761618,0.008134861566720495,0.0072233940041443335,0.0,0.09270954335055623,0.09270954335055623,0.6159140613683529,0.23215490675027978,11.0,5.114680301612628,1.3438302578644257,0.45377421931729867,0.9307063881860766
44080,14,beneficial,3,2,2,1,0.787138257575758,0.0034453548454915694,2.3616875156838475,0.03470322152069823,0.15343282240042522,0.1502365221516364,0.17785468037259689,0.003196300248788808,-0.024421857972171668,-0.027618158220960476,0.0001976679006585167,0.0034279494500483133,0.0032302815493897965,0.0,0.0,0.0,0.6765911839122022,0.3054780317930066,37.0,5.704021002269784,0.7016742897632661,0.13825397449026183,0.9251861524370621
44080,43,beneficial,3,2,2,1,0.7685515873015878,0.0036830365758677695,1.9764853681534074,0.041475659289046986,0.20302112336272163,0.1757595191088069,0.18708172682655297,0.027261604253914717,0.01593939653616866,-0.011322207717746058,0.0005179211256322414,0.002210160005277277,0.0016922388796450356,0.0,0.0,0.0,0.6892179051747579,0.3214848531117066,16.0,4.806755693104525,0.7034855632934344,0.4021527048890447,0.9205225658358677
44080,62,beneficial,3,2,2,1,0.8874444444444443,0.001301620147826412,2.085778287158436,0.03366066728360054,0.1344874248500816,0.12498115671062514,0.1432890358367296,0.009506268139456472,-0.008801610986648,-0.018307879126104473,2.5510275917712805e-05,0.0032457660750722203,0.0032202557991545073,0.0,0.0,0.0,0.6875069340795437,0.30519010039765476,40.0,7.367193504614618,0.7109873672903575,0.302275430740391,0.9217229118626464
44080,65,beneficial,3,2,2,1,0.6119077380952382,0.0,2.2407410149910345,0.023386694677710172,0.13096387874832868,0.12503653260065126,0.1377927856672857,0.005927346147677426,-0.006828906918957017,-0.012756253066634443,0.00010245591316960973,0.0030041071837716513,0.0029016512706020415,0.0,0.0,0.0,0.7403047113248323,0.1874747000900998,40.0,7.001637488726765,0.8693947388853579,0.32456034628736385,0.9205301689294235
44081,2,beneficial,3,1,1,2,0.8743958333333333,0.001883457038221005,2.171164298062908,0.013884053261733044,0.08938817001940481,0.11329686811684693,0.10635585076543976,-0.023908698097442116,-0.01696768074603494,0.006941017351407175,0.0005388292716561045,0.0015673866944220945,0.00102855742276599,0.0,0.0,0.0,0.6937778263359407,0.3707355750371543,48.0,5.999897567246371,0.8422124782287178,0.07008380694117063,0.9145124113465017
44081,12,beneficial,3,1,1,2,0.6565952380952379,0.0014313032912334164,2.1021930294857207,0.024285685195679398,0.1362042358927778,0.15363654492525694,0.15184011711016387,-0.017432309032479137,-0.01563588121738607,0.0017964278150930657,0.001930686015731228,0.002466864090919467,0.0005361780751882389,0.0,0.0,0.0,0.6746226824023105,0.31086688026297055,37.0,5.704021002269784,0.7016742897632661,0.13825397449026183,0.9251861524370621
