population,generation_seed,test_index,action,action2_indicator,harmful_target,context_benefit_probability,context_release_probability,context_anchor_age,context_trigger_score,context_feature_distance,context_current_mismatch_indicator,context_current_parameter_estimate,predicted_under_risk,predicted_primary_regret,predicted_expanded_regret,predicted_regret_margin,late_state_source
population_071_110,44094,32,2,1,0,0.7364873468302972,0.16560393395466336,23.0,4.993510546628228,0.9564094436318199,0.7436576696904752,0.9208834701019775,0.003694186363629916,0.0004019706231927119,0.002050346051170957,0.0016483754279782452,results\cross_seed_harmful_expansion_feature_decomposition_events_071_110.csv
population_071_110,44095,13,2,1,0,0.7636482181181828,0.20727920950243678,20.0,7.367193504614618,0.9041549880474832,0.15350600379660495,0.9193117632299074,0.013368402572994065,0.0,0.003766772994667688,0.003766772994667688,results\cross_seed_harmful_expansion_feature_decomposition_events_071_110.csv
population_071_110,44095,19,2,1,0,0.7289959899239706,0.2425855249813502,26.0,4.519234471015013,0.8886133279083531,0.1345195858563242,0.9145699467247033,0.02580233917765774,0.0001268755559840013,0.0010863585870752477,0.0009594830310912465,results\cross_seed_harmful_expansion_feature_decomposition_events_071_110.csv
population_071_110,44095,25,2,1,0,0.7609624634112316,0.20319865305755516,22.0,9.418440724546118,0.8559103603719077,0.17273981835244523,0.9212258998584302,0.023732146401405793,0.0,0.0,0.0,results\cross_seed_harmful_expansion_feature_decomposition_events_071_110.csv
population_071_110,44095,29,2,1,0,0.7384743169890576,0.23668653164006578,18.0,9.975228548743006,0.978844086973973,0.20376620473672524,0.9134100119090581,0.007810014192134018,0.0,0.006956932863383446,0.006956932863383446,results\cross_seed_harmful_expansion_feature_decomposition_events_071_110.csv
population_071_110,44095,33,2,1,0,0.7344607065558081,0.23421111871324124,5.0,8.075496584887205,1.1371257602247111,0.22077772984926475,0.919467538068176,0.0027307213600524633,0.0,0.003801315326067901,0.003801315326067901,results\cross_seed_harmful_expansion_feature_decomposition_events_071_110.csv
population_071_110,44095,48,2,1,0,0.7862168560447687,0.15995011898458306,26.0,4.908399422722993,1.3984752346561902,0.1949073002007072,0.9136285882310544,0.011665914069439289,0.0,0.0024609137644146534,0.0024609137644146534,results\cross_seed_harmful_expansion_feature_decomposition_events_071_110.csv
population_071_110,44096,20,1,0,0,0.7318281565410628,0.24475320851790433,26.0,4.519234471015013,0.8886133279083531,0.1345195858563242,0.9145699467247033,0.025976618234204513,0.000598754974645532,0.0013536548298778857,0.0007548998552323538,results\cross_seed_harmful_expansion_feature_decomposition_events_071_110.csv
population_071_110,44096,22,1,0,1,0.7026370695785336,0.2947204995292511,6.0,5.661908699401517,0.8084766946058487,1.5027626816832995,0.9267439895441207,0.01100118788989426,0.005386188412995344,0.009851759268664783,0.004465570855669439,results\cross_seed_harmful_expansion_feature_decomposition_events_071_110.csv
population_071_110,44097,18,2,1,0,0.6998144025258609,0.309677904408025,6.0,5.661908699401517,0.8084766946058487,1.5027626816832995,0.9267439895441207,0.015510219048096458,0.004249519811259501,0.004249519811259501,0.0,results\cross_seed_harmful_expansion_feature_decomposition_events_071_110.csv
population_071_110,44097,22,1,0,1,0.7581469645743659,0.24589267045298555,22.0,9.418440724546118,0.8559103603719077,0.17273981835244523,0.9212258998584302,0.014266145086151918,0.01738325343878183,0.0235352260270684,0.006151972588286567,results\cross_seed_harmful_expansion_feature_decomposition_events_071_110.csv
population_071_110,44098,6,2,1,0,0.8025031533921012,0.22798196099728052,10.0,7.367193504614618,1.0422052781114501,1.0134446953530645,0.9185906225134947,0.018360695683258786,0.004398194830288561,0.006543968422149909,0.0021457735918613474,results\cross_seed_harmful_expansion_feature_decomposition_events_071_110.csv
population_071_110,44098,31,2,1,0,0.8450391935990472,0.21435978651895948,4.0,7.138045830405242,1.365294714864998,0.19584953350486106,0.9190969865630784,0.009554313690032063,0.006490178817528176,0.006490178817528176,0.0,results\cross_seed_harmful_expansion_feature_decomposition_events_071_110.csv
population_071_110,44099,0,2,1,0,0.7086569709311787,0.31543857336029696,21.0,5.047572358895003,0.7940185118251766,0.3489229291215289,0.9195562928835308,0.06099527674170678,0.0,0.002296075324486769,0.002296075324486769,results\cross_seed_harmful_expansion_feature_decomposition_events_071_110.csv
population_071_110,44099,4,2,1,0,0.8028578775995634,0.23040028793748377,10.0,7.367193504614618,1.0422052781114501,1.0134446953530645,0.9185906225134947,0.02822537612590346,0.004189684389877732,0.015936694999276045,0.011747010609398313,results\cross_seed_harmful_expansion_feature_decomposition_events_071_110.csv
population_071_110,44100,49,2,1,0,0.7503851067545382,0.24970099239110452,29.0,4.683632331624778,0.9197171912736188,0.8426088701645404,0.9163041936132251,0.0366948411252295,0.0001607747527099692,0.0043750934461786115,0.004214318693468643,results\cross_seed_harmful_expansion_feature_decomposition_events_071_110.csv
population_071_110,44101,5,1,0,1,0.7171034821298895,0.3118369547245688,26.0,4.519234471015013,0.8886133279083531,0.1345195858563242,0.9145699467247033,0.03297883431655635,0.0019271358630106516,0.012711950851000464,0.010784814987989812,results\cross_seed_harmful_expansion_feature_decomposition_events_071_110.csv
population_071_110,44103,3,2,1,0,0.7673605285095116,0.2522296334413617,16.0,4.519234471015013,1.0507479634899788,0.015144363125496036,0.9216814242154788,0.04177902933542683,1.2137599433596048e-05,1.2137599433596048e-05,0.0,results\cross_seed_harmful_expansion_feature_decomposition_events_071_110.csv
population_071_110,44103,4,1,0,1,0.7096404475083481,0.32553395135541635,26.0,4.519234471015013,0.8886133279083531,0.1345195858563242,0.9145699467247033,0.04029314340169665,0.005480872378273185,0.008818061595746645,0.00333718921747346,results\cross_seed_harmful_expansion_feature_decomposition_events_071_110.csv
population_071_110,44103,33,1,0,0,0.7825576932088357,0.21854333943518298,26.0,4.908399422722993,1.3984752346561902,0.1949073002007072,0.9136285882310544,0.020966603836326463,0.005565725292551708,0.02848395090563931,0.022918225613087602,results\cross_seed_harmful_expansion_feature_decomposition_events_071_110.csv
population_071_110,44104,1,1,0,1,0.7091430392143139,0.3263468583551385,26.0,4.519234471015013,0.8886133279083531,0.1345195858563242,0.9145699467247033,0.03484091973474577,0.0076303256861043915,0.009942010614489037,0.0023116849283846457,results\cross_seed_harmful_expansion_feature_decomposition_events_071_110.csv
population_071_110,44104,12,2,1,0,0.727412119843095,0.24073902372178058,23.0,4.993510546628228,0.9564094436318199,0.7436576696904752,0.9208834701019775,0.05334873881413187,6.497334900289717e-05,0.017287536638055278,0.017222563289052382,results\cross_seed_harmful_expansion_feature_decomposition_events_071_110.csv
population_071_110,44104,43,2,1,0,0.7418118788255594,0.24881111833988345,29.0,4.683632331624778,0.9197171912736188,0.8426088701645404,0.9163041936132251,0.038053520428505586,0.00032710247561958946,0.005113056151409412,0.0047859536757898224,results\cross_seed_harmful_expansion_feature_decomposition_events_071_110.csv
population_071_110,44104,52,1,0,0,0.7395321469045545,0.2599576185991544,37.0,4.9239794250805415,0.9891321171201812,0.0023089159865637187,0.9208101424645767,0.043288368235948796,0.0,0.004293596581601424,0.004293596581601424,results\cross_seed_harmful_expansion_feature_decomposition_events_071_110.csv
population_071_110,44105,8,2,1,0,0.7305893063494188,0.22094884564524161,23.0,4.993510546628228,0.9564094436318199,0.7436576696904752,0.9208834701019775,0.046499153542845235,0.00038056965048768583,0.0064201301166931235,0.006039560466205437,results\cross_seed_harmful_expansion_feature_decomposition_events_071_110.csv
population_071_110,44105,23,2,1,0,0.7740852656496522,0.2081776952051713,20.0,6.675880393801056,1.1413914534230383,0.05676491294075898,0.9215465801751112,0.012046863605501144,0.0004484614469166071,0.022214707113791983,0.021766245666875374,results\cross_seed_harmful_expansion_feature_decomposition_events_071_110.csv
population_071_110,44105,24,2,1,0,0.7410551465568356,0.2018320097455665,30.0,6.675880393801056,1.0410555077958883,0.11446173047536937,0.9218083588543106,0.02329568555283041,6.375301727710741e-05,0.021555265924861337,0.02149151290758423,results\cross_seed_harmful_expansion_feature_decomposition_events_071_110.csv
population_071_110,44105,30,2,1,0,0.7597344908148762,0.18356262348670402,30.0,4.798574989989416,1.0513885076844856,0.5115172958218073,0.9202879413952223,0.03497663261403363,0.0,0.023352015939510296,0.023352015939510296,results\cross_seed_harmful_expansion_feature_decomposition_events_071_110.csv
population_071_110,44105,48,2,1,0,0.8207372618633817,0.2001782911597111,7.0,4.9239794250805415,1.2859906814299193,0.8058648651053597,0.9252605421617509,0.028392283446013772,0.00027493431506635946,0.025032419200417075,0.024757484885350716,results\cross_seed_harmful_expansion_feature_decomposition_events_071_110.csv
population_071_110,44106,14,2,1,0,0.7857889988333369,0.19475186850106982,14.0,7.138045830405242,1.209186489936426,0.18317744936525196,0.9211398798848613,0.020892046261841265,4.356819198297691e-06,0.0010855562922053817,0.0010811994730070842,results\cross_seed_harmful_expansion_feature_decomposition_events_071_110.csv
population_071_110,44107,5,2,1,0,0.7319596521441603,0.21587961741778094,23.0,4.993510546628228,0.9564094436318199,0.7436576696904752,0.9208834701019775,0.05917067569928519,0.0009862320846450272,0.003338464436788459,0.0023522323521434317,results\cross_seed_harmful_expansion_feature_decomposition_events_071_110.csv
population_071_110,44107,20,2,1,0,0.7617464949112359,0.2054517994806531,20.0,6.675880393801056,1.1413914534230383,0.05676491294075898,0.9215465801751112,0.030059863628742647,6.601545415300277e-05,0.002250168992971914,0.0021841535388189112,results\cross_seed_harmful_expansion_feature_decomposition_events_071_110.csv
population_071_110,44107,29,2,1,0,0.7553998305549009,0.18310450056045927,30.0,4.798574989989416,1.0513885076844856,0.5115172958218073,0.9202879413952223,0.03494582635241009,0.0006514040180636617,0.0022019299490467882,0.0015505259309831266,results\cross_seed_harmful_expansion_feature_decomposition_events_071_110.csv
population_071_110,44107,45,2,1,0,0.7413231529127046,0.24839119368954932,37.0,4.9239794250805415,0.9891321171201812,0.0023089159865637187,0.9208101424645767,0.03662358157731049,0.00010584492185803632,0.0009177648793246153,0.000811919957466579,results\cross_seed_harmful_expansion_feature_decomposition_events_071_110.csv
population_071_110,44108,5,2,1,0,0.7262139740448381,0.21743650957869878,23.0,4.993510546628228,0.9564094436318199,0.7436576696904752,0.9208834701019775,0.053586141666544955,0.0012810118645787917,0.011581540423375336,0.010300528558796544,results\cross_seed_harmful_expansion_feature_decomposition_events_071_110.csv
population_071_110,44108,15,2,1,0,0.7311818590371991,0.23467048168780638,21.0,6.203099370889839,1.0402581368211097,1.4023178312273097,0.9274856985453563,0.04071161969744638,0.006004961422244951,0.008257041126260075,0.0022520797040151237,results\cross_seed_harmful_expansion_feature_decomposition_events_071_110.csv
population_071_110,44108,20,2,1,0,0.7539559466999914,0.2065449983093369,20.0,6.675880393801056,1.1413914534230383,0.05676491294075898,0.9215465801751112,0.03259459120989837,0.0004882583220276255,0.020856127937263564,0.02036786961523594,results\cross_seed_harmful_expansion_feature_decomposition_events_071_110.csv
population_071_110,44108,21,2,1,0,0.7451107759661895,0.20197504179790052,30.0,6.675880393801056,1.0410555077958883,0.11446173047536937,0.9218083588543106,0.04481054760130194,0.003863020653627586,0.02500994965315973,0.021146928999532147,results\cross_seed_harmful_expansion_feature_decomposition_events_071_110.csv
population_071_110,44108,29,2,1,0,0.7587515002334587,0.17998915235473867,30.0,4.798574989989416,1.0513885076844856,0.5115172958218073,0.9202879413952223,0.03380528429075594,7.3213945851963965e-06,0.014717720211459099,0.014710398816873901,results\cross_seed_harmful_expansion_feature_decomposition_events_071_110.csv
population_071_110,44108,38,1,0,1,0.7366391214685519,0.23030287673758054,29.0,4.683632331624778,0.9197171912736188,0.8426088701645404,0.9163041936132251,0.024446047954755124,0.0021555289685959433,0.013327357246448306,0.011171828277852363,results\cross_seed_harmful_expansion_feature_decomposition_events_071_110.csv
population_071_110,44108,55,2,1,0,0.7538951801428841,0.2404000352590644,15.0,5.567466422979194,0.9450035663438099,0.12524025441474962,0.9242947750541135,0.03592454624862484,6.494468398796605e-05,6.494468398796605e-05,0.0,results\cross_seed_harmful_expansion_feature_decomposition_events_071_110.csv
population_071_110,44109,2,2,1,0,0.7264347052790182,0.2222716690471406,23.0,4.993510546628228,0.9564094436318199,0.7436576696904752,0.9208834701019775,0.03967732411824589,0.000484664498453601,0.000484664498453601,0.0,results\cross_seed_harmful_expansion_feature_decomposition_events_071_110.csv
population_071_110,44109,12,2,1,0,0.7298649665461208,0.24208852629057495,21.0,6.203099370889839,1.0402581368211097,1.4023178312273097,0.9274856985453563,0.0326865081931384,0.025104404866009077,0.036384316259197226,0.011279911393188149,results\cross_seed_harmful_expansion_feature_decomposition_events_071_110.csv
population_071_110,44109,17,2,1,0,0.7555489391274316,0.20885392448945325,20.0,6.675880393801056,1.1413914534230383,0.05676491294075898,0.9215465801751112,0.024987051247829288,0.0002618988451778848,0.006329211426971228,0.006067312581793343,results\cross_seed_harmful_expansion_feature_decomposition_events_071_110.csv
population_071_110,44109,18,2,1,0,0.750461859520342,0.20254381716993447,30.0,6.675880393801056,1.0410555077958883,0.11446173047536937,0.9218083588543106,0.03804537484779063,0.0,0.004971055379422269,0.004971055379422269,results\cross_seed_harmful_expansion_feature_decomposition_events_071_110.csv
population_071_110,44109,26,2,1,0,0.7597827080489356,0.18144455854228264,30.0,4.798574989989416,1.0513885076844856,0.5115172958218073,0.9202879413952223,0.025165542153007158,0.004682023444603483,0.02414254201872788,0.019460518574124397,results\cross_seed_harmful_expansion_feature_decomposition_events_071_110.csv
population_071_110,44109,52,2,1,0,0.7591459873693504,0.24223315462596015,15.0,5.567466422979194,0.9450035663438099,0.12524025441474962,0.9242947750541135,0.02035517753229438,0.00015889660113442295,0.011409310333174693,0.011250413732040271,results\cross_seed_harmful_expansion_feature_decomposition_events_071_110.csv
population_071_110,44110,6,2,1,0,0.7368511307017797,0.23208211366206574,21.0,6.203099370889839,1.0402581368211097,1.4023178312273097,0.9274856985453563,0.03425846768763621,6.202132212079229e-05,0.02820620668058366,0.02814418535846287,results\cross_seed_harmful_expansion_feature_decomposition_events_071_110.csv
population_071_110,44110,8,2,1,0,0.6515825926123383,0.553856460804946,51.0,6.203099370889839,0.7735178722011319,0.009211010337410815,0.9212816727410351,0.04710220497936574,0.0013017232493292808,0.007509950095412392,0.006208226846083111,results\cross_seed_harmful_expansion_feature_decomposition_events_071_110.csv
