test_index,outcome,primary_actions,expanded_actions,true_safe_actions,primary_action,expanded_action,true_responsive_action,primary_regret,expanded_regret,incremental_regret,selected_safety_mean,selected_safety_std,selected_downside_mean,selected_downside_std,selected_realized_regret,safety_lcb_k_0.00,downside_ucb_k_0.00,safety_lcb_k_0.25,downside_ucb_k_0.25,safety_lcb_k_0.50,downside_ucb_k_0.50,safety_lcb_k_0.75,downside_ucb_k_0.75,safety_lcb_k_1.00,downside_ucb_k_1.00,safety_lcb_k_1.25,downside_ucb_k_1.25,safety_lcb_k_1.50,downside_ucb_k_1.50,safety_lcb_k_2.00,downside_ucb_k_2.00
58,beneficial,3,2|3,2|3,3,2,2,0.0,0.0,0.0,0.609735119047619,0.4285178099622711,0.000809785638086825,0.003989351303496609,0.0,0.609735119047619,0.000809785638086825,0.5026056665570512,0.0018071234639609772,0.3954762140664835,0.0028044612898351297,0.28834676157591566,0.0038017991157092822,0.1812173090853479,0.004799136941583434,0.07408785659478012,0.0057964747674575864,-0.0330415958957877,0.006793812593331739,-0.24730050087692323,0.008788488245080044
59,neutral,2|3,2|3,2|3,2,2,2,0.0,0.0,0.0,0.8970863095238095,0.2608687701247565,0.0,0.0,0.0,0.8970863095238095,0.0,0.8318691169926204,0.0,0.7666519244614313,0.0,0.7014347319302421,0.0,0.636217539399053,0.0,0.5710003468678639,0.0,0.5057831543366748,0.0,0.3753487692742965,0.0
60,beneficial,3,1|3,1|3,3,1,1,0.0,0.0,0.0,0.6030178571428572,0.43981482487518386,0.011938327103978857,0.025648440085619992,0.0,0.6030178571428572,0.011938327103978857,0.4930641509240612,0.018350437125383853,0.38311044470526523,0.024762547146788855,0.27315673848646926,0.03117465716819385,0.1632030322676733,0.03758676718959885,0.05324932604887733,0.04399887721100385,-0.05670438016991863,0.050410987232408846,-0.27661179260751056,0.06323520727521884
61,neutral,3,3,2|3,3,3,2,0.0,0.0,0.0,0.8426969835719835,0.32983178537509494,5.687419666358372e-06,0.00016076394877758728,0.0,0.8426969835719835,5.687419666358372e-06,0.7602390372282097,4.5878406860755194e-05,0.677781090884436,8.606939405515201e-05,0.5953231445406624,0.00012626038124954883,0.5128651981968886,0.00016645136844394565,0.43040725185311485,0.00020664235563834247,0.3479493055093411,0.00024683334283273926,0.18303341282179364,0.0003272153172215329
62,harmful,3,2|3,3,3,2,3,0.0,0.03676296772801363,0.03676296772801363,0.8773244047619048,0.2884009292785236,0.0007638969302730997,0.002728444164247795,0.03676296772801363,0.8773244047619048,0.0007638969302730997,0.8052241724422738,0.0014460079713350484,0.7331239401226429,0.002128119012396997,0.6610237078030121,0.002810230053458946,0.5889234754833812,0.003492341094520895,0.5168232431637503,0.004174452135582844,0.44472301084411936,0.004856563176644792,0.3005225462048575,0.00622078525876869
63,neutral,3,3,3,3,3,3,0.0,0.0,0.0,0.6646400162337662,0.4394861939896983,0.0022452789186694056,0.005231910225982931,0.0,0.6646400162337662,0.0022452789186694056,0.5547684677363417,0.0035532564751651384,0.44489691923891705,0.004861234031660871,0.3350253707414925,0.006169211588156604,0.22515382224406794,0.007477189144652337,0.11528227374664335,0.00878516670114807,0.005410725249218817,0.010093144257643802,-0.21433237174563036,0.012709099370635269
64,neutral,3,3,3,3,3,3,0.0,0.0,0.0,0.7644247835497836,0.40152739380198527,0.0,0.0,0.0,0.7644247835497836,0.0,0.6640429350992872,0.0,0.563661086648791,0.0,0.46327923819829464,0.0,0.36289738974779834,0.0,0.26251554129730204,0.0,0.16213369284680568,0.0,-0.03863000405418693,0.0
65,neutral,2|3,2|3,2|3,2,2,2,0.0,0.0,0.0,0.6276835317460318,0.4471051871824072,0.0,0.0,0.0,0.6276835317460318,0.0,0.5159072349504299,0.0,0.40413093815482815,0.0,0.29235464135922634,0.0,0.18057834456362454,0.0,0.06880204776802279,0.0,-0.04297424902757907,0.0,-0.2665268426187827,0.0
66,neutral,1,1|3,3,1,1,3,0.03138122831986774,0.03138122831986774,0.0,0.6971041666666666,0.3986317086601435,0.03429307173858838,0.03346902436455063,0.03138122831986774,0.6971041666666666,0.03429307173858838,0.5974462395016308,0.042660327829726036,0.4977883123365949,0.05102758392086369,0.39813038517155896,0.059394840012001356,0.2984724580065231,0.06776209610313902,0.19881453084148726,0.07612935219427666,0.0991566036764513,0.08449660828541433,-0.10015925065362041,0.10123112046768964
67,neutral,3,3,3,3,3,3,0.0,0.0,0.0,0.7841066468253969,0.38381887529378156,0.0020803511824398296,0.005082314479509882,0.0,0.7841066468253969,0.0020803511824398296,0.6881519280019515,0.0033509298023173,0.5921972091785062,0.00462150842219477,0.49624249035506074,0.005892087042072241,0.4002877715316153,0.007162665661949712,0.3043330527081699,0.008433244281827183,0.2083783338847246,0.009703822901704653,0.016468896237833763,0.012244980141459595
68,neutral,1,1,1,1,1,1,0.057717810433482175,0.057717810433482175,0.0,0.46729464285714284,0.43727090980276334,0.032844946753670744,0.027849050510684346,0.057717810433482175,0.46729464285714284,0.032844946753670744,0.357976915406452,0.03980720938134183,0.24865918795576117,0.046769472009012915,0.13934146050507035,0.053731734636684,0.030023733054379498,0.06069399726435509,-0.07929399439631135,0.06765625989202617,-0.18861172184700215,0.07461852251969726,-0.40724717674838384,0.08854304777503944
69,neutral,3,3,3,3,3,3,0.0,0.0,0.0,0.7892260180587386,0.3841210726236216,0.0026141871077540305,0.005431006565651919,0.0,0.7892260180587386,0.0026141871077540305,0.6931957499028332,0.00397193874916701,0.5971654817469279,0.00532969039057999,0.5011352135910224,0.006687442031992969,0.405104945435117,0.00804519367340595,0.30907467727921156,0.009402945314818929,0.21304440912330624,0.010760696956231908,0.020983872811495385,0.013476200239057868
70,neutral,3,3,3,3,3,3,0.0,0.0,0.0,0.7884196255133755,0.38167497809655826,0.0,0.0,0.0,0.7884196255133755,0.0,0.693000880989236,0.0,0.5975821364650964,0.0,0.5021633919409568,0.0,0.40674464741681726,0.0,0.3113259028926777,0.0,0.21590715836853813,0.0,0.025069669320259003,0.0
71,neutral,2|3,2|3,2|3,2,2,2,0.0,0.0,0.0,0.34210416666666665,0.44718077097196757,0.0,0.0,0.0,0.34210416666666665,0.0,0.23030897392367478,0.0,0.11851378118068287,0.0,0.006718588437690964,0.0,-0.10507660430530091,0.0,-0.21687179704829285,0.0,-0.3286669897912847,0.0,-0.5522573752772685,0.0
72,neutral,3,3,3,3,3,3,0.0,0.0,0.0,0.8301525602665308,0.34671968337449066,0.00026097120464017723,0.001929769710129057,0.0,0.8301525602665308,0.00026097120464017723,0.7434726394229082,0.0007434136321724414,0.6567927185792855,0.0012258560597047056,0.5701127977356628,0.00170829848723697,0.4834328768920402,0.0021907409147692344,0.39675295604841754,0.0026731833423014983,0.3100730352047948,0.0031556257698337627,0.13671319351754951,0.004120510624898291
73,neutral,1|3,1|3,1|3,1,1,1,0.0,0.0,0.0,0.7564895833333334,0.3921255997797187,0.01331152668783174,0.029161582217558008,0.0,0.7564895833333334,0.01331152668783174,0.6584581833884037,0.02060192224222124,0.560426783443474,0.027892317796610742,0.46239538349854437,0.03518271335100025,0.36436398355361466,0.042473108905389745,0.26633258360868495,0.04976350445977925,0.16830118366375535,0.057053900014168754,-0.02776161622610407,0.07163469112294776
74,neutral,1|3,1|3,1|3,1,1,1,0.0,0.0,0.0,0.7851354166666666,0.3667257988244589,0.012256552742049953,0.02817784483205734,0.0,0.7851354166666666,0.012256552742049953,0.693453966960552,0.01930101395006429,0.6017725172544373,0.026345475158078623,0.5100910675483225,0.03338993636609296,0.41840961784220776,0.04043439757410729,0.32672816813609307,0.04747885878212163,0.23504671842997826,0.05452331999013596,0.05168381901774888,0.06861224240616463
