context_index,best_persistence,second_persistence,worst_persistence,loss_k1,loss_k2,loss_k3,best_loss,second_loss,worst_loss,absolute_margin,relative_margin,total_spread,relative_spread,benefit_probability,release_probability,anchor_age,trigger_score,feature_distance,current_mismatch_indicator,current_parameter_estimate
117,2,3,1,0.1363443057765981,0.05510662747124947,0.05510662747124947,0.05510662747124947,0.05510662747124947,0.1363443057765981,0.0,0.0,0.08123767830534862,1.4741907104777587,0.48396125489587993,0.5902701633686609,51.0,4.779228473620071,0.79407686757453,1.4577754656344908,0.9254300788924759
118,1,3,2,0.6303679975305331,0.650904001909067,0.6488076479988064,0.6303679975305331,0.6488076479988064,0.650904001909067,0.01843965046827334,0.029252199573077037,0.02053600437853398,0.03257780290076782,0.6006515508974498,0.5970740039678804,14.0,13.220352978113517,0.8478116403638977,1.0414119358123346,0.9203270987440167
119,3,2,1,0.48991664791206446,0.4878202940018038,0.4627228727531159,0.4627228727531159,0.4878202940018038,0.48991664791206446,0.025097421248687912,0.054238557733938327,0.027193775158948552,0.05876903166055274,0.6148920160177267,0.6050249494249588,24.0,13.220352978113517,0.6678535323622848,0.1590405558378624,0.9193419756075611
120,2,3,1,0.238907203279968,0.14098598187702113,0.14098598187702113,0.14098598187702113,0.14098598187702113,0.238907203279968,0.0,0.0,0.09792122140294687,0.6945457987991088,0.6955865760118609,0.4681532581784241,27.0,9.06131435773396,0.9891539127196979,0.053599600032865506,0.9265747844930758
121,2,3,1,0.185526926609895,0.08760570520694813,0.08760570520694813,0.08760570520694813,0.08760570520694813,0.185526926609895,0.0,0.0,0.09792122140294687,1.1177493654153343,0.6625473405133073,0.35341842208453966,37.0,9.06131435773396,0.8308393614829068,0.10805044999557373,0.9189778960849567
122,2,3,1,0.14298679104398632,0.04506556964103944,0.04506556964103944,0.04506556964103944,0.04506556964103944,0.14298679104398632,0.0,0.0,0.09792122140294687,2.1728610595793074,0.5215845353706833,0.5225732635089105,57.0,9.06131435773396,0.5380755603393736,0.000553152789158079,0.918269921252309
123,1,2,3,0.23636599549322004,0.23636599549322004,0.23636599549322004,0.23636599549322004,0.23636599549322004,0.23636599549322004,0.0,0.0,0.0,0.0,0.8341514188290496,0.3008571425780894,12.0,68.09539448542266,1.459682384672401,0.003968625509379434,0.9181254188180845
124,1,2,3,0.14548025852451849,0.14548025852451849,0.14548025852451849,0.14548025852451849,0.14548025852451849,0.14548025852451849,0.0,0.0,0.0,0.0,0.7776921610873089,0.30150524488361663,22.0,68.09539448542266,1.243320310336482,0.05642455656049198,0.91742802106394
125,1,2,3,0.08801747246047235,0.08801747246047235,0.08801747246047235,0.08801747246047235,0.08801747246047235,0.08801747246047235,0.0,0.0,0.0,0.0,0.738842686028522,0.2741715057392242,32.0,68.09539448542266,1.1563630841377364,0.31450751695717205,0.9071133690863993
126,1,2,3,0.04495495410653253,0.04495495410653253,0.04495495410653253,0.04495495410653253,0.04495495410653253,0.04495495410653253,0.0,0.0,0.0,0.0,0.6323838167603729,0.3996055037854556,52.0,68.09539448542266,0.9510987395430481,1.9401131699426992,0.9202395363469207
127,2,3,1,0.2004393909874022,0.1307246830966079,0.1307246830966079,0.1307246830966079,0.1307246830966079,0.2004393909874022,0.0,0.0,0.06971470789079431,0.5332941433771967,0.7829854803083589,0.34867224991848145,17.0,6.251774943896598,1.0894693345859583,0.4975353976876396,0.9210395766306895
128,2,3,1,0.14798381831726848,0.07826911042647419,0.07826911042647419,0.07826911042647419,0.07826911042647419,0.14798381831726848,0.0,0.0,0.06971470789079429,0.8907052540911833,0.7250228906315128,0.4500167007236961,27.0,6.251774943896598,0.8900553215673762,0.008433634811744894,0.9251796510948023
129,2,3,1,0.10818321197967112,0.03846850408887682,0.03846850408887682,0.03846850408887682,0.03846850408887682,0.10818321197967112,0.0,0.0,0.0697147078907943,1.8122541944421506,0.6247337077077278,0.5115920202236914,47.0,6.251774943896598,0.7473937679196115,0.009421852578809783,0.9254253232017873
130,1,2,3,0.22021700453740262,0.22021700453740262,0.22021700453740262,0.22021700453740262,0.22021700453740262,0.22021700453740262,0.0,0.0,0.0,0.0,0.7826271115688426,0.3198107809128533,3.0,18.899394791612966,1.5275088419730505,0.42944839162217324,0.9163961274382998
131,1,2,3,0.12959046402766217,0.12959046402766217,0.12959046402766217,0.12959046402766217,0.12959046402766217,0.12959046402766217,0.0,0.0,0.0,0.0,0.8489130946672402,0.27327439120460645,13.0,18.899394791612966,1.3509402901627134,0.022517184536197714,0.9171098488696899
132,1,2,3,0.07288096545067582,0.07288096545067582,0.07288096545067582,0.07288096545067582,0.07288096545067582,0.07288096545067582,0.0,0.0,0.0,0.0,0.8395371329324478,0.22801367323464938,23.0,18.899394791612966,1.199294605521571,0.44721719609018884,0.9129649846334343
133,1,2,3,0.032514846979940934,0.032514846979940934,0.032514846979940934,0.032514846979940934,0.032514846979940934,0.032514846979940934,0.0,0.0,0.0,0.0,0.7592841286093098,0.2026723448365285,43.0,18.899394791612966,1.0763085191664892,0.03200324223599934,0.9155804895894447
134,1,2,3,0.1362344788426312,0.1362344788426312,0.1362344788426312,0.1362344788426312,0.1362344788426312,0.1362344788426312,0.0,0.0,0.0,0.0,0.792049990904235,0.2995352687569102,8.0,5.282750032438409,1.3830847993767248,0.08885121770271419,0.9092176153978135
135,1,2,3,0.07397844378989968,0.07397844378989968,0.07397844378989968,0.07397844378989968,0.07397844378989968,0.07397844378989968,0.0,0.0,0.0,0.0,0.7882466751087008,0.30432629660185956,18.0,5.282750032438409,1.1789894698511805,0.11650591598385626,0.9186070519899073
136,1,2,3,0.03480738751798149,0.03480738751798149,0.03480738751798149,0.03480738751798149,0.03480738751798149,0.03480738751798149,0.0,0.0,0.0,0.0,0.6485418450751907,0.32581576871546225,38.0,5.282750032438409,0.9852126161897354,0.8706064244607988,0.9166388469251632
137,2,3,1,0.31757931865115724,0.24268173969290383,0.24268173969290383,0.24268173969290383,0.24268173969290383,0.31757931865115724,0.0,0.0,0.07489757895825341,0.3086246993808527,0.5962779209066744,0.4542060699982658,4.0,7.055758232013387,1.4041373697925705,0.18744841684163216,0.9172553075606595
138,2,3,1,0.2351594302538374,0.16026185129558398,0.16026185129558398,0.16026185129558398,0.16026185129558398,0.2351594302538374,0.0,0.0,0.07489757895825341,0.46734502535881955,0.7230052089192731,0.42668075430339025,14.0,7.055758232013387,1.2687476826059025,1.8181125700470198,0.9221891272234786
139,2,3,1,0.1651985689787401,0.0903009900204867,0.0903009900204867,0.0903009900204867,0.0903009900204867,0.1651985689787401,0.0,0.0,0.07489757895825341,0.8294214597252132,0.6666547860333095,0.37041603948575247,24.0,7.055758232013387,1.1479725484583967,1.9462363277091832,0.9102761737917295
140,2,3,1,0.09879147718995995,0.023893898231706547,0.023893898231706547,0.023893898231706547,0.023893898231706547,0.09879147718995995,0.0,0.0,0.07489757895825341,3.1345901882067864,0.6189592525865167,0.5805577931740002,44.0,7.055758232013387,0.867729401202464,0.57027237032724,0.9331246645187845
141,2,3,1,0.1885824404226368,0.11639168545212238,0.11639168545212238,0.11639168545212238,0.11639168545212238,0.1885824404226368,0.0,0.0,0.07219075497051443,0.6202397936714285,0.6820435297345577,0.4477445368663181,24.0,5.3085476852397555,0.9742475687767533,0.16470335601505492,0.9229272908852403
142,2,3,1,0.13845049991826608,0.06625974494775164,0.06625974494775164,0.06625974494775164,0.06625974494775164,0.13845049991826608,0.0,0.0,0.07219075497051444,1.0895115130061264,0.638221605161276,0.4441011662411673,34.0,5.3085476852397555,0.7847384841200032,0.15045564852115442,0.9191281551753091
143,2,3,1,0.10133047929481552,0.02913972432430109,0.02913972432430109,0.02913972432430109,0.02913972432430109,0.10133047929481552,0.0,0.0,0.07219075497051443,2.477400066130121,0.4945506679187513,0.5256346539963381,54.0,5.3085476852397555,0.6109803189670793,0.45428985736518596,0.9164064178405216
144,2,3,1,0.28668479221671644,0.2504508700264808,0.2504508700264808,0.2504508700264808,0.2504508700264808,0.28668479221671644,0.0,0.0,0.036233922190235635,0.14467477068959617,0.6344835808320954,0.5495860444407376,8.0,5.64068913936755,1.2294451078188582,1.1202426271970336,0.9267144854829071
145,1,2,3,0.15823039999138364,0.15823039999138364,0.15823039999138364,0.15823039999138364,0.15823039999138364,0.15823039999138364,0.0,0.0,0.0,0.0,0.7509430568542481,0.32449103295677123,18.0,5.64068913936755,1.0234064391051383,0.5610014037468495,0.9149981319733884
146,1,2,3,0.09974639439087898,0.09974639439087898,0.09974639439087898,0.09974639439087898,0.09974639439087898,0.09974639439087898,0.0,0.0,0.0,0.0,0.7340519693929188,0.3056422467131409,28.0,5.64068913936755,0.8888178540117292,0.37939985939948107,0.9055834704525276
147,1,2,3,0.04638097668285019,0.04638097668285019,0.04638097668285019,0.04638097668285019,0.04638097668285019,0.04638097668285019,0.0,0.0,0.0,0.0,0.6312613039671512,0.4210547209665294,48.0,5.64068913936755,0.774860824959161,0.05688407010977616,0.9205913787036863
148,1,2,3,0.19618563476634981,0.23090168331364613,0.23090168331364613,0.19618563476634981,0.23090168331364613,0.23090168331364613,0.03471604854729632,0.17695509963542924,0.03471604854729632,0.17695509963542924,0.5562000343562828,0.5935367803814168,4.0,5.753541260471017,1.225508391045234,0.20653424169562978,0.9248974276394497
149,1,2,3,0.1405836071048711,0.1405836071048711,0.1405836071048711,0.1405836071048711,0.1405836071048711,0.1405836071048711,0.0,0.0,0.0,0.0,0.7512010507642447,0.36034999841697013,14.0,5.753541260471017,1.0717153083739257,0.06348534976122358,0.9177470781962899
150,1,2,3,0.08117787758401565,0.08117787758401565,0.08117787758401565,0.08117787758401565,0.08117787758401565,0.08117787758401565,0.0,0.0,0.0,0.0,0.7545482216217982,0.36286368829288923,24.0,5.753541260471017,0.9204828754379342,0.31761777954076786,0.9214767196761436
151,1,2,3,0.04233055992676733,0.04233055992676733,0.04233055992676733,0.04233055992676733,0.04233055992676733,0.04233055992676733,0.0,0.0,0.0,0.0,0.5419544791762908,0.449835572836313,44.0,5.753541260471017,0.6869993024789051,1.1793710728149538,0.9096000123026415
152,3,1,2,0.14390490577825854,0.14449049903007433,0.08785291749325,0.08785291749325,0.14390490577825854,0.14449049903007433,0.05605198828500854,0.6380207952533524,0.05663758153682433,0.6446864048713155,0.7536582947402704,0.5240482524736401,7.0,5.348316427458749,0.8691893663993202,0.12349323795832887,0.9251252158288368
153,2,3,1,0.10651501010011852,0.04987742856329418,0.04987742856329418,0.04987742856329418,0.04987742856329418,0.10651501010011852,0.0,0.0,0.05663758153682434,1.1355353146126215,0.6151239949397759,0.6733025698938044,27.0,5.348316427458749,0.6617491087463669,0.7814049324607236,0.9227122159017145
154,1,2,3,0.07371375987466015,0.07371375987466015,0.07371375987466015,0.07371375987466015,0.07371375987466015,0.07371375987466015,0.0,0.0,0.0,0.0,0.8108499521256266,0.3766286972888753,4.0,7.693167767803007,1.496913826242486,0.09272385941102064,0.9246346072446192
155,1,2,3,0.03308911508855025,0.03308911508855025,0.03308911508855025,0.03308911508855025,0.03308911508855025,0.03308911508855025,0.0,0.0,0.0,0.0,0.7222741240030508,0.26750681060172765,24.0,7.693167767803007,1.1818308023202644,0.14214016393952156,0.9132650140530866
156,2,3,1,0.1026631850965015,0.024312849020553345,0.024312849020553345,0.024312849020553345,0.024312849020553345,0.1026631850965015,0.0,0.0,0.07835033607594816,3.2225896687998423,0.6935809455274613,0.5587445039102447,7.0,14.909900252847596,0.9259533445023314,0.5179910455887006,0.9251013743985764
157,1,2,3,0.22575863932135698,0.24126907947185477,0.24809398307148484,0.22575863932135698,0.24126907947185477,0.24809398307148484,0.015510440150497795,0.06870363941355395,0.022335343750127856,0.09893461360845461,0.67513877260983,0.549335304914121,9.0,5.115328996937702,0.5404529432932308,0.02641767943276662,0.9149767963025631
158,1,2,3,0.11323553641505914,0.12006044001468918,0.12006044001468918,0.11323553641505914,0.12006044001468918,0.12006044001468918,0.006824903599630047,0.060271746976615505,0.006824903599630047,0.060271746976615505,0.5923583355658607,0.7669516012970776,29.0,5.115328996937702,0.42586184486892503,0.16877240448619965,0.925796331358687
159,1,2,3,0.12962126244988906,0.12962126244988906,0.12962126244988906,0.12962126244988906,0.12962126244988906,0.12962126244988906,0.0,0.0,0.0,0.0,0.7116978172754572,0.43058474986347745,19.0,7.0825663416754745,0.9643114106806723,0.006435949776549511,0.9217824721610344
160,1,2,3,0.07522505290433265,0.07522505290433265,0.07522505290433265,0.07522505290433265,0.07522505290433265,0.07522505290433265,0.0,0.0,0.0,0.0,0.7032233490176065,0.4044918887904346,29.0,7.0825663416754745,0.7700544669824373,0.45195664969348653,0.9202683998520705
161,1,2,3,0.03942042189605691,0.03942042189605691,0.03942042189605691,0.03942042189605691,0.03942042189605691,0.03942042189605691,0.0,0.0,0.0,0.0,0.5815197070638424,0.4989314722697296,49.0,7.0825663416754745,0.5716127141301658,0.1735826711790178,0.9180288533516614
162,1,2,3,0.22198199441974167,0.22198199441974167,0.22198199441974167,0.22198199441974167,0.22198199441974167,0.22198199441974167,0.0,0.0,0.0,0.0,0.5960365240164626,0.45161140591522797,6.0,5.277913274927755,1.558678568470443,0.03034584544550524,0.9209111898943872
163,1,2,3,0.13319830400538465,0.13319830400538465,0.13319830400538465,0.13319830400538465,0.13319830400538465,0.13319830400538465,0.0,0.0,0.0,0.0,0.7818369353364909,0.3225972881855065,16.0,5.277913274927755,1.2966551685337688,0.09594245769037082,0.9209577086443055
164,1,2,3,0.07735377865006667,0.07735377865006667,0.07735377865006667,0.07735377865006667,0.07735377865006667,0.07735377865006667,0.0,0.0,0.0,0.0,0.7310606357962034,0.2916690605000617,26.0,5.277913274927755,1.1617101438613437,1.0799106305061508,0.9159142018295836
165,1,2,3,0.033406649371876866,0.033406649371876866,0.033406649371876866,0.033406649371876866,0.033406649371876866,0.033406649371876866,0.0,0.0,0.0,0.0,0.6678573630441115,0.31062401442863324,46.0,5.277913274927755,0.8450920591979586,0.07452098195914578,0.9133203576912504
166,2,3,1,0.30460190874058307,0.24861827501981215,0.24861827501981215,0.24861827501981215,0.24861827501981215,0.30460190874058307,0.0,0.0,0.05598363372077092,0.22517907710559273,0.5588469458506611,0.6074013932150081,8.0,8.758227936760898,1.0698346536032102,0.429676771155703,0.9225147879707687
167,2,3,1,0.22883827678143026,0.15511627670084208,0.15511627670084208,0.15511627670084208,0.15511627670084208,0.22883827678143026,0.0,0.0,0.07372200008058818,0.47526927314206674,0.7430893608737201,0.4118784531112423,18.0,8.758227936760898,0.8776383210788,0.26285767408106875,0.920630614429843
168,2,3,1,0.16658266669486332,0.09286066661427514,0.09286066661427514,0.09286066661427514,0.09286066661427514,0.16658266669486332,0.0,0.0,0.07372200008058818,0.7938991046232836,0.7157937297555684,0.4579991264211696,28.0,8.758227936760898,0.7544910670982071,0.5373599486242755,0.9228280375638269
169,2,3,1,0.11725672777365938,0.043534727693071214,0.043534727693071214,0.043534727693071214,0.043534727693071214,0.11725672777365938,0.0,0.0,0.07372200008058816,1.6934067119622298,0.545446996374553,0.6333933386736944,48.0,8.758227936760898,0.5426489940336289,0.5081845704693457,0.9243890185636294
170,1,2,3,0.2124090308017352,0.2124090308017352,0.2124090308017352,0.2124090308017352,0.2124090308017352,0.2124090308017352,0.0,0.0,0.0,0.0,0.634024075742902,0.37131403369318655,3.0,5.859482019864541,1.6789666410543964,0.2695442783701375,0.9136143265085832
171,1,2,3,0.12601273079262976,0.12601273079262976,0.12601273079262976,0.12601273079262976,0.12601273079262976,0.12601273079262976,0.0,0.0,0.0,0.0,0.7991922136143051,0.31500029902813237,13.0,5.859482019864541,1.4767593233998462,0.007275530408932955,0.921349814145563
172,1,2,3,0.07814535748398765,0.07814535748398765,0.07814535748398765,0.07814535748398765,0.07814535748398765,0.07814535748398765,0.0,0.0,0.0,0.0,0.7853716538840823,0.2504824060960224,23.0,5.859482019864541,1.2716384371134923,0.009933153543359241,0.9142866129665127
173,1,2,3,0.04017243494597563,0.04017243494597563,0.04017243494597563,0.04017243494597563,0.04017243494597563,0.04017243494597563,0.0,0.0,0.0,0.0,0.6052109622247355,0.3447124272074654,43.0,5.859482019864541,1.1239581543966102,1.4102795947152427,0.9127939173766175
174,1,2,3,0.21750767323694356,0.21750767323694356,0.21750767323694356,0.21750767323694356,0.21750767323694356,0.21750767323694356,0.0,0.0,0.0,0.0,0.6530606830416283,0.33493218427508276,8.0,11.486161436087974,1.6291671407645136,0.009131660002971534,0.9125145350331489
175,1,2,3,0.12498223892327155,0.12498223892327155,0.12498223892327155,0.12498223892327155,0.12498223892327155,0.12498223892327155,0.0,0.0,0.0,0.0,0.814678870073672,0.366520764729549,18.0,11.486161436087974,1.349333378753017,0.00860616092240593,0.9281544781669214
176,1,2,3,0.07236505167540656,0.07236505167540656,0.07236505167540656,0.07236505167540656,0.07236505167540656,0.07236505167540656,0.0,0.0,0.0,0.0,0.8047738845289578,0.22761675417344315,28.0,11.486161436087974,1.1769726864688992,0.12000369400713924,0.9110239946181071
177,1,2,3,0.030367704759985497,0.030367704759985497,0.030367704759985497,0.030367704759985497,0.030367704759985497,0.030367704759985497,0.0,0.0,0.0,0.0,0.6952158923703962,0.3606338432157404,48.0,11.486161436087974,0.9863727245211571,0.07815538627975482,0.9254605315029183
178,1,2,3,0.3789556080565824,0.3879522333313693,0.3879522333313693,0.3789556080565824,0.3879522333313693,0.3879522333313693,0.008996625274786896,0.023740578272217722,0.008996625274786896,0.023740578272217722,0.6210876631079454,0.6208761519616012,2.0,5.7745644627971116,1.1068261109210829,1.0157809490728973,0.9306060744177869
179,2,3,1,0.30890118196533056,0.28862349560835127,0.28862349560835127,0.28862349560835127,0.28862349560835127,0.30890118196533056,0.0,0.0,0.020277686356979296,0.07025653373842067,0.7848214084948935,0.43338753790265244,12.0,5.7745644627971116,1.0653231569550239,0.4041313522860164,0.92505550288769
180,2,3,1,0.2224441421448659,0.20216645578788667,0.20216645578788667,0.20216645578788667,0.20216645578788667,0.2224441421448659,0.0,0.0,0.02027768635697924,0.10030193326510267,0.7401645951747056,0.47883846593877005,22.0,5.7745644627971116,0.8920986576711925,0.0047081687405957605,0.9261752023483271
181,2,3,1,0.13073474095348261,0.11045705459650336,0.11045705459650336,0.11045705459650336,0.11045705459650336,0.13073474095348261,0.0,0.0,0.020277686356979255,0.1835798214144811,0.47620365478093274,0.6001761577843356,42.0,5.7745644627971116,0.8098763170565945,2.8686011573345525,0.9283498143816113
182,1,2,3,0.23815851067211977,0.23815851067211977,0.23815851067211977,0.23815851067211977,0.23815851067211977,0.23815851067211977,0.0,0.0,0.0,0.0,0.6082543116033114,0.4356082360141491,5.0,4.560296682702585,1.6413836904271255,0.058397734323601666,0.9210614565543755
183,1,2,3,0.14598882300914517,0.14598882300914517,0.14598882300914517,0.14598882300914517,0.14598882300914517,0.14598882300914517,0.0,0.0,0.0,0.0,0.7418597969881844,0.33697141329500274,15.0,4.560296682702585,1.4441661053723356,1.6214439547354806,0.9159704206871429
184,1,2,3,0.07729083798018155,0.07729083798018155,0.07729083798018155,0.07729083798018155,0.07729083798018155,0.07729083798018155,0.0,0.0,0.0,0.0,0.7693401300093804,0.24553818307322223,25.0,4.560296682702585,1.2747898305913592,0.6507818547029264,0.9155114123090571
185,1,2,3,0.03488759938516175,0.03488759938516175,0.03488759938516175,0.03488759938516175,0.03488759938516175,0.03488759938516175,0.0,0.0,0.0,0.0,0.6797444890484673,0.27818592389668734,45.0,4.560296682702585,1.0435151295399305,0.003010554458068589,0.9173869085134054
186,1,2,3,0.20027293717308062,0.20027293717308062,0.20027293717308062,0.20027293717308062,0.20027293717308062,0.20027293717308062,0.0,0.0,0.0,0.0,0.6352288230837679,0.40809834812741747,4.0,7.879384310189478,1.5186374030612273,0.2270048725502553,0.917368274121192
187,1,2,3,0.11146668560090998,0.11146668560090998,0.11146668560090998,0.11146668560090998,0.11146668560090998,0.11146668560090998,0.0,0.0,0.0,0.0,0.8009830673152956,0.30561193412155213,14.0,7.879384310189478,1.342029532679311,0.01672374662134616,0.9194333846081063
188,1,2,3,0.0597303353174127,0.0597303353174127,0.0597303353174127,0.0597303353174127,0.0597303353174127,0.0597303353174127,0.0,0.0,0.0,0.0,0.7911423913596273,0.3273031005553887,24.0,7.879384310189478,1.1588516836149225,0.31428929144583806,0.9243830131046038
189,1,2,3,0.027936380824117642,0.027936380824117642,0.027936380824117642,0.027936380824117642,0.027936380824117642,0.027936380824117642,0.0,0.0,0.0,0.0,0.6806765792240456,0.4100092285439906,44.0,7.879384310189478,0.95404367318145,0.09414259571089,0.9261975440579878
190,1,2,3,0.0654790245627019,0.0654790245627019,0.0654790245627019,0.0654790245627019,0.0654790245627019,0.0654790245627019,0.0,0.0,0.0,0.0,0.7796988234073234,0.43283401251224024,10.0,4.912692563952169,1.0907345477350994,0.0867064058143898,0.9243235030267924
191,1,2,3,0.027719137740470558,0.027719137740470558,0.027719137740470558,0.027719137740470558,0.027719137740470558,0.027719137740470558,0.0,0.0,0.0,0.0,0.6675386898437535,0.4899942742162838,30.0,4.912692563952169,0.8968154843212621,0.39183085443051147,0.9243225843361633
192,2,3,1,0.22556507348423654,0.13037687326941183,0.13037687326941183,0.13037687326941183,0.13037687326941183,0.22556507348423654,0.0,0.0,0.09518820021482471,0.7301003454607854,0.7474349949243766,0.4526446423099585,2.0,8.148622816496854,1.1159509306867836,1.534191324973757,0.9195037904547663
193,2,3,1,0.15893704092922264,0.0637488407143979,0.0637488407143979,0.0637488407143979,0.0637488407143979,0.15893704092922264,0.0,0.0,0.09518820021482474,1.4931753918441526,0.789092660071612,0.35447010730549217,12.0,8.148622816496854,0.9574941646194354,0.1771416574834016,0.915473473183907
194,2,3,1,0.12412835880816851,0.028940158593343774,0.028940158593343774,0.028940158593343774,0.028940158593343774,0.12412835880816851,0.0,0.0,0.09518820021482474,3.2891388588806443,0.6763847135633962,0.5213151359232442,32.0,8.148622816496854,0.7423967050897616,0.03732684545589215,0.9243381068176053
195,2,3,1,0.21146817230024806,0.16029348339533178,0.16029348339533178,0.16029348339533178,0.16029348339533178,0.21146817230024806,0.0,0.0,0.05117468890491628,0.3192562031881539,0.7088595638545382,0.3865621559547084,20.0,5.09200706575872,1.0338854872651193,0.04331431148233018,0.9202543015684178
196,2,3,1,0.15211838327977023,0.10094369437485395,0.10094369437485395,0.10094369437485395,0.10094369437485395,0.15211838327977023,0.0,0.0,0.05117468890491628,0.5069627104628481,0.6855802151624493,0.4049750786843824,30.0,5.09200706575872,0.8301000588488668,0.046034465889978185,0.9201791612646568
197,2,3,1,0.09849990383112711,0.04732521492621085,0.04732521492621085,0.04732521492621085,0.04732521492621085,0.09849990383112711,0.0,0.0,0.05117468890491626,1.0813408662512394,0.5010900048100543,0.6558734349368225,50.0,5.09200706575872,0.5995902309220434,0.5220088275060468,0.9277416376743676
198,1,2,3,0.20666449035166423,0.20666449035166423,0.20666449035166423,0.20666449035166423,0.20666449035166423,0.20666449035166423,0.0,0.0,0.0,0.0,0.6791112166760035,0.3479531252863372,6.0,6.278590399769532,1.6430894354230037,0.9167732590097775,0.9143665448752145
199,1,2,3,0.11308393477904274,0.11308393477904274,0.11308393477904274,0.11308393477904274,0.11308393477904274,0.11308393477904274,0.0,0.0,0.0,0.0,0.789407754271485,0.2985936374250362,16.0,6.278590399769532,1.3939125975940017,0.009824826729866152,0.9198936378884486
200,1,2,3,0.06425081814995232,0.06425081814995232,0.06425081814995232,0.06425081814995232,0.06425081814995232,0.06425081814995232,0.0,0.0,0.0,0.0,0.7846679858975206,0.23179403260127812,26.0,6.278590399769532,1.24400494916088,0.36826739444784784,0.9142001508144377
201,1,2,3,0.031007672077760787,0.031007672077760787,0.031007672077760787,0.031007672077760787,0.031007672077760787,0.031007672077760787,0.0,0.0,0.0,0.0,0.6951146599600972,0.2621897695014544,46.0,6.278590399769532,0.9910637876398563,0.11065100638352011,0.9120392470706489
202,1,2,3,0.21217964192760116,0.21217964192760116,0.21217964192760116,0.21217964192760116,0.21217964192760116,0.21217964192760116,0.0,0.0,0.0,0.0,0.572416023561981,0.46651987013376756,13.0,8.861221010077193,1.3370592525569271,0.07288934987283721,0.9193885478864138
203,1,2,3,0.12591036749928944,0.12591036749928944,0.12591036749928944,0.12591036749928944,0.12591036749928944,0.12591036749928944,0.0,0.0,0.0,0.0,0.7780886183166565,0.31790892821149846,23.0,8.861221010077193,1.1352981109622844,0.21967958517753605,0.9228339308318991
204,1,2,3,0.07496062109453039,0.07496062109453039,0.07496062109453039,0.07496062109453039,0.07496062109453039,0.07496062109453039,0.0,0.0,0.0,0.0,0.7194099919871072,0.2983863877597161,33.0,8.861221010077193,0.9122447434999887,0.00021453084489993755,0.9194148373660839
205,1,2,3,0.03481197310616451,0.03481197310616451,0.03481197310616451,0.03481197310616451,0.03481197310616451,0.03481197310616451,0.0,0.0,0.0,0.0,0.6007007396416184,0.41966120569734944,53.0,8.861221010077193,0.6360654692585265,0.12502268252673449,0.9156246840625821
206,3,1,2,0.30841730793359606,0.319527870201073,0.28604698828085107,0.28604698828085107,0.30841730793359606,0.319527870201073,0.022370319652744997,0.07820505220877495,0.03348088192022192,0.11704679053370126,0.6265088092815825,0.5678483022095555,26.0,6.8876662802456226,0.813262581437948,0.41252322618521464,0.9214295048444798
207,3,2,1,0.2527217809474495,0.21924089902722765,0.16426750883700925,0.16426750883700925,0.21924089902722765,0.2527217809474495,0.05497339019021841,0.334657721293076,0.08845427211044027,0.5384769802387919,0.5888608882082051,0.5500642201707437,36.0,6.8876662802456226,0.6940328175021409,0.03200640575261031,0.91960918301864
208,2,3,1,0.4283098371005407,0.32528666750163987,0.32528666750163987,0.32528666750163987,0.32528666750163987,0.4283098371005407,0.0,0.0,0.10302316959890084,0.3167150083028373,0.5845773108955418,0.5676534278215855,11.0,6.49123797439421,1.0124063155172311,1.5596990861354647,0.9207114399405127
209,2,3,1,0.302166763314793,0.2142670104295058,0.2142670104295058,0.2142670104295058,0.2142670104295058,0.302166763314793,0.0,0.0,0.08789975288528717,0.4102346539893322,0.6780438335265683,0.48293027961312257,21.0,6.49123797439421,0.8457780606580698,0.2952545676721676,0.9206813980601712
210,2,3,1,0.244637392305176,0.15673763941988886,0.15673763941988886,0.15673763941988886,0.15673763941988886,0.244637392305176,0.0,0.0,0.08789975288528715,0.5608081964871834,0.5906761794528969,0.4880710394671509,31.0,6.49123797439421,0.8268133260321063,1.587054217793959,0.9160161830672265
211,2,3,1,0.16014469505626974,0.0722449421709826,0.0722449421709826,0.0722449421709826,0.0722449421709826,0.16014469505626974,0.0,0.0,0.08789975288528715,1.2166907501432767,0.552319140527655,0.5886305264400737,51.0,6.49123797439421,0.577196721479508,0.012505419375037876,0.9243460247518722
212,2,3,1,0.2694916723250431,0.22654927259850527,0.22654927259850527,0.22654927259850527,0.22654927259850527,0.2694916723250431,0.0,0.0,0.04294239972653785,0.1895499342540446,0.7099106922652674,0.4329386671932214,16.0,7.920617905254036,0.8047131602587925,0.3282792702227417,0.9168004065842508
213,2,3,1,0.18924799529274206,0.1463055955662042,0.1463055955662042,0.1463055955662042,0.1463055955662042,0.18924799529274206,0.0,0.0,0.04294239972653785,0.29351167028203395,0.6930284515107477,0.4849076323870439,26.0,7.920617905254036,0.6780691664179239,0.542534396943952,0.9199061602788218
214,2,3,1,0.1185089327201099,0.07556653299357208,0.07556653299357208,0.07556653299357208,0.07556653299357208,0.1185089327201099,0.0,0.0,0.04294239972653782,0.5682727263618453,0.5693163700718223,0.6339719207148684,46.0,7.920617905254036,0.5104616453561625,0.21879723107468446,0.9243018799850267
