generation_seed,test_index,current_distance_k1,current_distance_k2,current_distance_k3,current_max_pairwise_difference,shared_distance_k1,shared_distance_k2,shared_distance_k3,shared_max_pairwise_difference
44031,44,1.8604717185115611,1.8604717185115611,1.8604717185115611,0.0,1.8604717185115611,1.8604717185115611,1.8604717185115611,0.0
44031,45,2.374369729649309,2.374369729649309,2.374369729649309,0.0,2.3743697296493096,2.3743697296493096,2.3743697296493096,0.0
44031,46,1.4750510772518015,1.4750510772518015,1.4750510772518015,0.0,1.4750510772518015,1.4750510772518015,1.4750510772518015,0.0
44031,47,2.369128276948911,2.369128276948911,2.369128276948911,0.0,2.36912827694891,2.36912827694891,2.36912827694891,0.0
44031,48,2.0563627405922364,2.0563627405922364,2.0563627405922364,0.0,2.0563627405922364,2.0563627405922364,2.0563627405922364,0.0
44031,49,2.833266913712711,2.833266913712711,2.833266913712711,0.0,2.833266913712711,2.833266913712711,2.833266913712711,0.0
44031,50,2.433957785202287,2.433957785202287,2.433957785202287,0.0,2.433957785202287,2.433957785202287,2.433957785202287,0.0
44031,51,2.593327949242168,2.593327949242168,2.593327949242168,0.0,2.593327949242168,2.593327949242168,2.593327949242168,0.0
44031,52,2.1368477586205765,2.1368477586205765,2.1368477586205765,0.0,2.136847758620576,2.136847758620576,2.136847758620576,0.0
44031,53,2.049233234723665,2.049233234723665,2.049233234723665,0.0,2.0492332347236646,2.0492332347236646,2.0492332347236646,0.0
44031,54,2.5004909678245344,2.5004909678245344,2.5004909678245344,0.0,2.500490967824534,2.500490967824534,2.500490967824534,0.0
44031,55,1.7848067844815945,1.7848067844815945,1.7848067844815945,0.0,1.7848067844815945,1.7848067844815945,1.7848067844815945,0.0
44031,56,1.4851795101067593,1.4851795101067593,1.4851795101067593,0.0,1.4851795101067595,1.4851795101067595,1.4851795101067595,0.0
44031,57,1.4464934061435455,1.4464934061435455,1.4464934061435455,0.0,1.4464934061435457,1.4464934061435457,1.4464934061435457,0.0
44031,58,1.6318296586308907,1.6318296586308907,1.6318296586308907,0.0,1.6318296586308907,1.6318296586308907,1.6318296586308907,0.0
44031,59,2.1259663681855683,2.1259663681855683,2.1259663681855683,0.0,2.1259663681855683,2.1259663681855683,2.1259663681855683,0.0
44031,60,2.106839165795855,2.106839165795855,2.106839165795855,0.0,2.106839165795855,2.106839165795855,2.106839165795855,0.0
44031,61,2.163300571523492,2.163300571523492,2.163300571523492,0.0,2.163300571523492,2.163300571523492,2.163300571523492,0.0
