generation_seed,test_index,primary_action,support_baseline_action,calibration_guard_action,support_changed_action,guard_changed_support_action,baseline_expansion_outcome,guarded_expansion_outcome,baseline_regret,guarded_regret,primary_regret,context_support_distance,calibration_probability_baseline_action,calibration_threshold,predicted_baseline_action_loss,realized_baseline_action_loss,baseline_action_loss_error,severe_underestimation,true_best_action,true_responsive_action,vetoed_actions
44095,54,1,1,1,0,0,neutral,neutral,0.0,0.0,0.0,27.8223270802904,nan,0.468010308717,0.06559423156294888,0.08558920977833917,-0.019994978215390286,0,1,1,
44095,55,2,2,2,0,0,neutral,neutral,0.024811115097302452,0.024811115097302452,0.024811115097302452,11.694208287187166,nan,0.468010308717,0.1283012208864722,0.13844759201460094,-0.010146371128128745,0,1,2,
44095,56,2,2,2,0,0,neutral,neutral,0.024811115097302463,0.024811115097302463,0.024811115097302463,16.11103014311835,nan,0.468010308717,0.12830192294695114,0.04783618812141322,0.08046573482553793,0,1,2,
44095,57,2,2,2,0,0,neutral,neutral,0.04381202293388001,0.04381202293388001,0.04381202293388001,14.644056734885472,nan,0.468010308717,0.12561787037342156,0.09729225596647742,0.028325614406944144,0,1,2,
44095,58,3,3,3,0,0,neutral,neutral,0.0,0.0,0.0,13.375637401563981,nan,0.468010308717,0.12477717764147682,0.03231355191499629,0.09246362572648054,0,2,2,
44095,59,2,2,2,0,0,neutral,neutral,0.05438171117315843,0.05438171117315843,0.05438171117315843,17.439612114551192,nan,0.468010308717,0.14635991369250792,0.07537063293382958,0.07098928075867834,0,1,2,
44096,0,3,3,3,0,0,neutral,neutral,0.0,0.0,0.0,1.1990726115845993,nan,0.468010308717,0.09791105261588876,0.07516598050585485,0.022745072110033904,0,1,3,
44096,1,1,1,1,0,0,neutral,neutral,0.0,0.0,0.0,2.15072242203126,nan,0.468010308717,0.08495520193823376,0.03169960970418302,0.05325559223405074,0,1,1,
44096,2,3,3,3,0,0,neutral,neutral,0.0,0.0,0.0,1.1637235524375584,nan,0.468010308717,0.10761968000740094,0.15421892774287943,-0.046599247735478494,0,2,3,
44096,3,2,2,2,0,0,neutral,neutral,0.0,0.0,0.0,1.9653721467933767,nan,0.468010308717,0.1864713954474539,0.09123989156577739,0.0952315038816765,0,2,2,
44096,4,3,3,3,0,0,neutral,neutral,0.0,0.0,0.0,3.5775212663994105,nan,0.468010308717,0.14179009012410962,0.04956018512456498,0.09222990499954464,0,2,3,
44096,5,2,2,2,0,0,neutral,neutral,0.0,0.0,0.0,2.1184349636778967,nan,0.468010308717,0.1649224968044492,0.24758831653049462,-0.08266581972604542,0,2,2,
44096,6,1,1,1,0,0,neutral,neutral,0.056586851785680875,0.056586851785680875,0.056586851785680875,2.9375084217882894,nan,0.468010308717,0.1954327464390583,0.2214784266574588,-0.02604568021840048,0,2,1,
44096,7,1,1,1,0,0,neutral,neutral,0.056586851785680875,0.056586851785680875,0.056586851785680875,4.005453645569138,nan,0.468010308717,0.12276649389392029,0.1389082890669914,-0.016141795173071113,0,2,2,
44096,8,1,1,1,0,0,neutral,neutral,0.0,0.0,0.0,2.8678161594342733,nan,0.468010308717,0.1165102919058542,0.10947801001246689,0.00703228189338731,0,1,1,
44096,9,2,2,2,0,0,neutral,neutral,0.0,0.0,0.0,2.310425113374852,nan,0.468010308717,0.12270830539651215,0.028501984662704524,0.09420632073380762,0,1,2,
44096,10,1,1,1,0,0,neutral,neutral,0.09010590843811894,0.09010590843811894,0.09010590843811894,1.7005179713983616,nan,0.468010308717,0.12844790206887466,0.2270631811913973,-0.09861527912252263,0,2,1,
44096,11,1,1,1,0,0,neutral,neutral,0.09010590843811894,0.09010590843811894,0.09010590843811894,2.5642625651485296,nan,0.468010308717,0.17636956853875146,0.17372009535249358,0.0026494731862578835,0,2,1,
44096,12,1,1,1,0,0,neutral,neutral,0.09010590843811894,0.09010590843811894,0.09010590843811894,3.1756911547111986,nan,0.468010308717,0.07310683565888629,0.13241560972606273,-0.05930877406717644,0,2,1,
44096,13,1,1,1,0,0,neutral,neutral,0.0,0.0,0.0,1.961627418758694,nan,0.468010308717,0.1390559889441974,0.1167850763632603,0.022270912580937108,0,1,1,
44096,14,1,1,1,0,0,neutral,neutral,0.0,0.0,0.0,2.220732886210633,nan,0.468010308717,0.1339849551995339,0.0638294389830608,0.0701555162164731,0,1,1,
44096,15,2,2,2,0,0,neutral,neutral,0.0,0.0,0.0,2.559380587971364,nan,0.468010308717,0.18029397564641245,0.02534945977290923,0.15494451587350322,0,1,1,
44096,16,3,3,3,0,0,neutral,neutral,0.0,0.0,0.0,4.301227454844389,nan,0.468010308717,0.28166816066665873,0.1739014792130824,0.10776668145357632,0,1,3,
44096,17,1,1,1,0,0,neutral,neutral,0.0,0.0,0.0,2.935152535457843,nan,0.468010308717,0.13054767456106914,0.11851615305042643,0.012031521510642712,0,1,1,
44096,18,1,1,1,0,0,neutral,neutral,0.0,0.0,0.0,2.9386156910596926,nan,0.468010308717,0.20640215734951275,0.041902743182256535,0.16449941416725622,0,1,1,
44096,19,3,3,3,0,0,neutral,neutral,0.0,0.0,0.0,1.7617970370656226,nan,0.468010308717,0.151806793251351,0.14209381444843414,0.009712978802916855,0,1,3,
44096,20,3,1,3,1,1,beneficial,neutral,0.0,0.0,0.0,2.44938780751027,0.7400766401897484,0.468010308717,0.10390128756209825,0.08076170703698378,0.023139580525114473,0,1,1,1
44096,21,3,3,3,0,0,neutral,neutral,0.0,0.0,0.0,3.1820302618856653,nan,0.468010308717,0.10506959100259818,0.03539460097894318,0.06967499002365499,0,1,3,
44096,22,2,1,2,1,1,harmful,neutral,0.0023762787710386313,0.0,0.0,2.467354505088006,0.638081765917414,0.468010308717,0.18945303023305818,0.2659099361725976,-0.07645690593953944,1,2,2,1
44096,23,2,2,2,0,0,neutral,neutral,0.0,0.0,0.0,3.358563502084207,nan,0.468010308717,0.13117304327923168,0.1922366609134707,-0.06106361763423901,0,2,2,
44096,24,1,1,1,0,0,neutral,neutral,0.002376278771038645,0.002376278771038645,0.002376278771038645,3.583875354763731,nan,0.468010308717,0.14598205846867723,0.09923339582709463,0.0467486626415826,0,2,1,
44096,25,3,3,3,0,0,neutral,neutral,0.0,0.0,0.0,1.86922723173506,nan,0.468010308717,0.12355608347329133,0.12409387569385755,-0.0005377922205662133,0,1,3,
44096,26,1,1,1,0,0,neutral,neutral,0.0,0.0,0.0,2.277442313043225,nan,0.468010308717,0.1564312513933899,0.06372669838365994,0.09270455300972996,0,1,1,
44096,27,1,1,1,0,0,neutral,neutral,0.0,0.0,0.0,2.9351609669303764,nan,0.468010308717,0.08607382042509747,0.026169207175337418,0.05990461324976005,0,1,1,
44096,28,1,1,1,0,0,neutral,neutral,0.15962307872150938,0.15962307872150938,0.15962307872150938,2.692983225901288,nan,0.468010308717,0.16074833776044176,0.39072907487521674,-0.22998073711477499,0,3,3,
44096,29,1,1,1,0,0,neutral,neutral,0.1596230787215094,0.1596230787215094,0.1596230787215094,3.8385704057376513,nan,0.468010308717,0.08940342582924411,0.3063245279966416,-0.21692110216739752,0,3,1,
44096,30,1,1,1,0,0,neutral,neutral,0.0,0.0,0.0,2.1286751609551455,nan,0.468010308717,0.130241796785346,0.029793722772395868,0.10044807401295014,0,1,1,
44096,31,1,1,1,0,0,neutral,neutral,0.0960676523185735,0.0960676523185735,0.0960676523185735,2.5151751896160772,nan,0.468010308717,0.17495215142427856,0.21452931476269607,-0.039577163338417515,0,2,2,
44096,32,1,1,1,0,0,neutral,neutral,0.0960676523185735,0.0960676523185735,0.0960676523185735,2.808968399726178,nan,0.468010308717,0.20250459873408952,0.16421529270400403,0.038289306030085485,0,2,1,
44096,33,1,1,1,0,0,neutral,neutral,0.0960676523185735,0.0960676523185735,0.0960676523185735,3.7990639098801777,nan,0.468010308717,0.13279376099763618,0.12402124708886651,0.008772513908769666,0,2,3,
44096,34,1,1,1,0,0,neutral,neutral,0.0,0.0,0.0,1.9875120279723375,nan,0.468010308717,0.12012527566833148,0.02864151307889053,0.09148376258944095,0,1,1,
44096,35,3,3,3,0,0,neutral,neutral,0.0,0.0,0.0,2.0408523505595744,nan,0.468010308717,0.13020842799156693,0.134892764222605,-0.004684336231038061,0,1,3,
44096,36,3,3,3,0,0,neutral,neutral,0.0,0.0,0.0,2.1594207594903585,nan,0.468010308717,0.15149127860270187,0.0698485697503941,0.08164270885230777,0,1,3,
44096,37,1,1,1,0,0,neutral,neutral,0.0,0.0,0.0,3.1239426224854197,nan,0.468010308717,0.1026299727322925,0.028347580996656838,0.07428239173563567,0,1,1,
44096,38,1,1,1,0,0,neutral,neutral,0.0,0.0,0.0,1.8030633790796533,nan,0.468010308717,0.13842019994671634,0.13595452949254996,0.0024656704541663743,0,1,1,
44096,39,3,3,3,0,0,neutral,neutral,0.0,0.0,0.0,2.2233163573492676,nan,0.468010308717,0.18839484351090865,0.07489755782488748,0.11349728568602117,0,1,3,
44096,40,1,1,1,0,0,neutral,neutral,0.0,0.0,0.0,3.5856854277848953,nan,0.468010308717,0.11455264309791718,0.031172074760676575,0.08338056833724061,0,1,1,
44096,41,1,1,1,0,0,neutral,neutral,0.0,0.0,0.0,2.508498324868852,nan,0.468010308717,0.20095876628635825,0.126686058046879,0.07427270823947926,0,1,1,
44096,42,1,1,1,0,0,neutral,neutral,0.0,0.0,0.0,2.725088725711866,nan,0.468010308717,0.12288849207897645,0.06963968990317652,0.05324880217579993,0,1,1,
44096,43,3,3,3,0,0,neutral,neutral,0.0,0.0,0.0,3.3344574428637257,nan,0.468010308717,0.12553955532210284,0.029149441594459997,0.09639011372764285,0,1,3,
44096,44,1,1,1,0,0,neutral,neutral,0.183071302569769,0.183071302569769,0.183071302569769,3.098079856799133,nan,0.468010308717,0.10946006014223596,0.38186713103576553,-0.27240707089352956,0,3,1,
44096,45,1,1,1,0,0,neutral,neutral,0.18307130256976897,0.18307130256976897,0.18307130256976897,3.43741565123892,nan,0.468010308717,0.19815908834705032,0.3033555780860176,-0.10519648973896728,0,3,1,
44096,46,1,1,1,0,0,neutral,neutral,0.0,0.0,0.0,2.25166944535987,nan,0.468010308717,0.15997978975892166,0.15598456936372215,0.003995220395199506,0,1,1,
44096,47,1,1,1,0,0,neutral,neutral,0.0,0.0,0.0,2.122487494165708,nan,0.468010308717,0.16757406498482227,0.09672037994126502,0.07085368504355725,0,1,1,
44096,48,3,3,3,0,0,neutral,neutral,0.0,0.0,0.0,3.1009499492793986,nan,0.468010308717,0.10230792392487212,0.046344978457932055,0.05596294546694006,0,1,3,
44096,49,3,3,3,0,0,neutral,neutral,0.0,0.0,0.0,1.8688795548322676,nan,0.468010308717,0.12096914033611798,0.13954914441194716,-0.018580004075829173,0,1,1,
44096,50,1,1,1,0,0,neutral,neutral,0.0,0.0,0.0,2.958545327319528,nan,0.468010308717,0.1724641572355261,0.07784037785829098,0.09462377937723512,0,1,1,
44096,51,1,1,1,0,0,neutral,neutral,0.0,0.0,0.0,2.775761885530383,nan,0.468010308717,0.05613026900953149,0.03444852187564447,0.02168174713388702,0,1,1,
44096,52,1,1,1,0,0,neutral,neutral,0.0,0.0,0.0,25.32480055320065,nan,0.468010308717,0.07023080190277876,0.12632940986909993,-0.05609860796632117,0,1,1,
44096,53,1,1,1,0,0,neutral,neutral,0.0,0.0,0.0,27.489947708617443,nan,0.468010308717,0.07036067344853403,0.08505912461167466,-0.014698451163140627,0,1,1,
44096,54,1,1,1,0,0,neutral,neutral,0.0,0.0,0.0,11.608277383257061,nan,0.468010308717,0.1191863275565498,0.11488552523173987,0.004300802324809935,0,1,1,
44096,55,2,2,2,0,0,neutral,neutral,0.02601221621591025,0.02601221621591025,0.02601221621591025,15.85172035228565,nan,0.468010308717,0.10778492624246147,0.04903158534175422,0.05875334090070725,0,1,2,
44096,56,2,2,2,0,0,neutral,neutral,0.043840361608672204,0.043840361608672204,0.043840361608672204,14.438826648049348,nan,0.468010308717,0.1215566144810169,0.09814924780548973,0.023407366675527175,0,1,2,
44096,57,2,2,2,0,0,neutral,neutral,0.0,0.0,0.0,13.25316290462624,nan,0.468010308717,0.11122594199279826,0.03321646024893682,0.07800948174386144,0,2,2,
44096,58,1,1,1,0,0,neutral,neutral,0.0,0.0,0.0,17.174306382824696,nan,0.468010308717,0.12789928282425955,0.02099727775478351,0.10690200506947604,0,1,1,
44097,0,1,1,1,0,0,neutral,neutral,0.10207063748189862,0.10207063748189862,0.10207063748189862,3.3186187335655513,nan,0.468010308717,0.08505056615054456,0.15000287033400694,-0.06495230418346239,0,2,3,
44097,1,3,3,3,0,0,neutral,neutral,0.0,0.0,0.0,2.503755883493441,nan,0.468010308717,0.19875484035416272,0.24681790467188836,-0.04806306431772564,0,2,2,
44097,2,1,1,1,0,0,neutral,neutral,0.05720427023798433,0.05720427023798433,0.05720427023798433,4.051468702660108,nan,0.468010308717,0.19494660044986936,0.22219755466920307,-0.027250954219333712,0,2,1,
44097,3,2,2,2,0,0,neutral,neutral,0.0,0.0,0.0,4.704646552500994,nan,0.468010308717,0.09905818185356094,0.08261726736362693,0.01644091448993401,0,2,2,
44097,4,3,3,3,0,0,neutral,neutral,0.0,0.0,0.0,3.417624902404289,nan,0.468010308717,0.15604429405724554,0.10831954981224087,0.04772474424500467,0,1,1,
44097,5,3,3,3,0,0,neutral,neutral,0.0,0.0,0.0,2.862195131191142,nan,0.468010308717,0.1584504685863415,0.02783533689982739,0.1306151316865141,0,1,1,
44097,6,2,2,2,0,0,neutral,neutral,0.0,0.0,0.0,1.5458849355857585,nan,0.468010308717,0.1119465090712262,0.1382371541831025,-0.0262906451118763,0,2,2,3
44097,7,1,1,1,0,0,neutral,neutral,0.0907291981545903,0.0907291981545903,0.0907291981545903,2.701108525791489,nan,0.468010308717,0.16766509341847405,0.1758870237718556,-0.008221930353381562,0,2,1,
44097,8,2,2,2,0,0,neutral,neutral,0.0,0.0,0.0,3.902791798002113,nan,0.468010308717,0.08678320567145124,0.043579314664969074,0.04320389100648217,0,2,2,
44097,9,1,1,1,0,0,neutral,neutral,0.0,0.0,0.0,1.927136162710498,nan,0.468010308717,0.14917072986181618,0.11625782406499754,0.03291290579681863,0,1,1,
44097,10,3,3,3,0,0,neutral,neutral,0.0,0.0,0.0,2.190637189090361,nan,0.468010308717,0.15136374252009066,0.06329032898931065,0.08807341353078,0,1,3,
44097,11,1,1,1,0,0,neutral,neutral,0.0,0.0,0.0,2.7657496811165903,nan,0.468010308717,0.15093820168205013,0.025162401672983396,0.12577580000906674,0,1,1,
44097,12,3,3,3,0,0,neutral,neutral,0.0,0.0,0.0,4.488459372367145,nan,0.468010308717,0.2742979510347636,0.17321807583867765,0.10107987519608597,0,1,3,
44097,13,1,1,1,0,0,neutral,neutral,0.0,0.0,0.0,2.959713855228883,nan,0.468010308717,0.13220843927092835,0.11843559664193946,0.013772842628988882,0,1,1,
44097,14,1,1,1,0,0,neutral,neutral,0.0,0.0,0.0,3.2299606778280747,nan,0.468010308717,0.20391804716355574,0.04224975391621344,0.1616682932473423,0,1,1,
44097,15,3,3,3,0,0,neutral,neutral,0.0,0.0,0.0,1.5526586805115161,nan,0.468010308717,0.13780881296518835,0.1420684606763146,-0.0042596477111262465,0,2,3,
44097,16,2,2,2,0,0,neutral,neutral,0.0,0.0,0.0,1.9513992205392174,nan,0.468010308717,0.09937353862464027,0.08182937081458137,0.017544167810058894,0,2,2,
44097,17,3,3,3,0,0,neutral,neutral,0.0,0.0,0.0,3.524890631274136,nan,0.468010308717,0.09099954808065583,0.03642095528745192,0.05457859279320391,0,2,3,
44097,18,3,2,3,1,1,beneficial,neutral,0.0,0.0,0.0,2.3759265831800205,0.5706213632073117,0.468010308717,0.19457324947730384,0.2666724674911643,-0.07209921801386046,1,2,3,2
44097,19,1,1,1,0,0,neutral,neutral,0.0024831344456497373,0.0024831344456497373,0.0024831344456497373,3.415875453676191,nan,0.468010308717,0.11687679758643242,0.19658976749472132,-0.0797129699082889,0,2,1,
44097,20,1,1,1,0,0,neutral,neutral,0.0024831344456497373,0.0024831344456497373,0.0024831344456497373,3.5458836555030033,nan,0.468010308717,0.16059448501310436,0.10079817777880412,0.05979630723430024,0,2,1,
44097,21,3,3,3,0,0,neutral,neutral,0.0,0.0,0.0,2.266308592506873,nan,0.468010308717,0.13572424499622504,0.12221343752159805,0.01351080747462699,0,2,3,
44097,22,3,1,3,1,1,harmful,neutral,0.08779151747751225,0.0,0.0,2.482999544312695,0.6529962480553096,0.468010308717,0.13788336446865274,0.15094224376222526,-0.013058879293572523,0,2,3,1
44097,23,3,3,3,0,0,neutral,neutral,0.0,0.0,0.0,3.438236748159273,nan,0.468010308717,0.1195942151287999,0.02597107440476556,0.09362314072403434,0,2,3,
44097,24,3,3,3,0,0,neutral,neutral,0.0,0.0,0.0,2.7939296394842867,nan,0.468010308717,0.1789955234269737,0.2309791970469241,-0.051983673619950405,0,3,3,
44097,25,1,1,1,0,0,neutral,neutral,0.15964924276465597,0.15964924276465597,0.15964924276465597,4.188444557777763,nan,0.468010308717,0.08856681003727929,0.30719509603460954,-0.21862828599733025,0,3,1,
44097,26,1,1,1,0,0,neutral,neutral,0.0,0.0,0.0,2.446639163885184,nan,0.468010308717,0.13225224806032887,0.02908108543388136,0.10317116262644752,0,1,1,
44097,27,2,2,2,0,0,neutral,neutral,0.0,0.0,0.0,2.051783695950898,nan,0.468010308717,0.17619268729993165,0.1179011506190259,0.05829153668090575,0,2,2,
44097,28,1,1,1,0,0,neutral,neutral,0.09547306843802597,0.09547306843802597,0.09547306843802597,3.783927155629796,nan,0.468010308717,0.18803523236650865,0.16362843573649233,0.024406796630016325,0,2,2,
44097,29,2,2,2,0,0,neutral,neutral,0.0,0.0,0.0,5.188336278741985,nan,0.468010308717,0.12108782447174878,0.028236378373871357,0.09285144609787742,0,2,2,
44097,30,1,1,1,0,0,neutral,neutral,0.0,0.0,0.0,2.224892979797461,nan,0.468010308717,0.11963710781017371,0.028276491516173657,0.09136061629400005,0,1,1,
44097,31,3,3,3,0,0,neutral,neutral,0.0,0.0,0.0,2.390084814945782,nan,0.468010308717,0.13721918373238728,0.1321927668591985,0.005026416873188777,0,1,3,
44097,32,3,3,3,0,0,neutral,neutral,0.0,0.0,0.0,2.1043972341123984,nan,0.468010308717,0.1457334900790281,0.06861590230785482,0.0771175877711733,0,1,3,
44097,33,1,1,1,0,0,neutral,neutral,0.0,0.0,0.0,3.5018076745994535,nan,0.468010308717,0.09932436283763421,0.027844812960524983,0.07147954987710922,0,1,1,
44097,34,1,1,1,0,0,neutral,neutral,0.0,0.0,0.0,1.9158846229502302,nan,0.468010308717,0.1469288620875553,0.1329924004818939,0.013936461605661393,0,1,1,
44097,35,3,3,3,0,0,neutral,neutral,0.0,0.0,0.0,2.3831401562054797,nan,0.468010308717,0.1871528223083692,0.07327187284987682,0.11388094945849236,0,1,3,
44097,36,1,1,1,0,0,neutral,neutral,0.0,0.0,0.0,3.598274446853909,nan,0.468010308717,0.11180342086525562,0.03044242670465259,0.08136099416060302,0,1,1,
44097,37,1,1,1,0,0,neutral,neutral,0.0,0.0,0.0,2.7150405475518467,nan,0.468010308717,0.16332871242716865,0.12539685983742888,0.03793185258973977,0,1,1,
44097,38,1,1,1,0,0,neutral,neutral,0.0,0.0,0.0,3.3869212170788368,nan,0.468010308717,0.10951523532830734,0.06835837608110458,0.04115685924720276,0,1,1,
44097,39,3,3,3,0,0,neutral,neutral,0.0,0.0,0.0,3.2174331807162657,nan,0.468010308717,0.10083883598811065,0.028864388082432166,0.07197444790567849,0,1,3,
44097,40,2,2,2,0,0,neutral,neutral,0.07988576713916462,0.07988576713916462,0.07988576713916462,3.4260091598535083,nan,0.468010308717,0.11955042262665963,0.37766745774357857,-0.25811703511691897,0,3,2,
44097,41,1,1,1,0,0,neutral,neutral,0.1820211882298443,0.1820211882298443,0.1820211882298443,3.9869324760418836,nan,0.468010308717,0.15898279344019756,0.300601308733045,-0.14161851529284747,0,3,1,
44097,42,3,3,3,0,0,neutral,neutral,0.0,0.0,0.0,1.790231855582709,nan,0.468010308717,0.14981712325690813,0.1564106927324454,-0.00659356947553727,0,1,3,
44097,43,3,3,3,0,0,neutral,neutral,0.0,0.0,0.0,2.2450421412907047,nan,0.468010308717,0.12975346920709632,0.09781557078287648,0.031937898424219846,0,1,3,
44097,44,3,3,3,0,0,neutral,neutral,0.0,0.0,0.0,3.184797427702013,nan,0.468010308717,0.08128945268177809,0.04691422264440902,0.03437523003736907,0,1,3,
44097,45,2,2,2,0,0,neutral,neutral,0.0,0.0,0.0,2.0454881048282685,nan,0.468010308717,0.12178879730226586,0.13621069880385622,-0.014421901501590367,0,1,2,3
44097,46,1,1,1,0,0,neutral,neutral,0.0,0.0,0.0,3.118478094927533,nan,0.468010308717,0.148379837380106,0.07592656674549389,0.0724532706346121,0,1,1,
44097,47,3,3,3,0,0,neutral,neutral,0.0,0.0,0.0,3.4732186350706122,nan,0.468010308717,0.058903982453164576,0.03341332846298541,0.025490653990179163,0,1,1,
44097,48,3,3,3,0,0,neutral,neutral,0.0,0.0,0.0,1.2302557820097195,nan,0.468010308717,0.09717830381040227,0.14054627139219178,-0.04336796758178951,0,1,3,
44097,49,3,3,3,0,0,neutral,neutral,0.0,0.0,0.0,2.606283263192344,nan,0.468010308717,0.16654611067108838,0.0833043378797884,0.08324177279129998,0,1,3,
44097,50,3,3,3,0,0,neutral,neutral,0.0,0.0,0.0,3.6318189690340716,nan,0.468010308717,0.10897893785776075,0.04374062343472657,0.06523831442303418,0,1,1,
44097,51,1,1,1,0,0,neutral,neutral,0.0,0.0,0.0,13.187872062218483,nan,0.468010308717,0.11211643247455208,0.115390920606765,-0.0032744881322129132,0,1,1,
44097,52,3,3,3,0,0,neutral,neutral,0.026049765251216366,0.026049765251216366,0.026049765251216366,17.88600793227821,nan,0.468010308717,0.1312385041752255,0.04918910328472003,0.08204940089050547,0,1,1,
44097,53,1,1,1,0,0,neutral,neutral,0.0,0.0,0.0,17.539301814451655,nan,0.468010308717,0.05293545923221765,0.0995491033406907,-0.046613644108473046,0,1,1,
44097,54,1,1,1,0,0,neutral,neutral,0.0,0.0,0.0,13.760434488095516,nan,0.468010308717,0.05510263313718631,0.038374651011502024,0.016727982125684285,0,1,1,
44097,55,1,1,1,0,0,neutral,neutral,0.0,0.0,0.0,16.16287163181836,nan,0.468010308717,0.11275290767578311,0.05402796072347247,0.05872494695231064,0,1,1,
44097,56,1,1,1,0,0,neutral,neutral,0.010594854335122653,0.010594854335122653,0.010594854335122653,14.712697622052179,nan,0.468010308717,0.09355710004274082,0.04359411401042761,0.0499629860323132,0,2,1,
44097,57,1,1,1,0,0,neutral,neutral,0.0,0.0,0.0,19.25336933865485,nan,0.468010308717,0.11850934481017106,0.02124051272452061,0.09726883208565044,0,1,1,
44098,0,3,3,3,0,0,neutral,neutral,0.0,0.0,0.0,4.855939212700549,nan,0.468010308717,0.06514249629247328,0.08435585402888433,-0.019213357736411057,0,2,3,
44098,1,3,3,3,0,0,neutral,neutral,0.0,0.0,0.0,3.0922789959460526,nan,0.468010308717,0.13906882470826193,0.10773897733211729,0.03132984737614464,0,1,2,
44098,2,3,3,3,0,0,neutral,neutral,0.0,0.0,0.0,2.2140195491242873,nan,0.468010308717,0.1398828300843342,0.027853221535729424,0.11202960854860478,0,1,1,
44098,3,3,3,3,0,0,neutral,neutral,0.0,0.0,0.0,1.486680641864968,nan,0.468010308717,0.10659659944114744,0.1393275306090584,-0.032730931167910954,0,2,3,
44098,4,1,1,1,0,0,neutral,neutral,0.09086423005246876,0.09086423005246876,0.09086423005246876,3.1331505441460825,nan,0.468010308717,0.13689326738599358,0.17702845539659254,-0.040135188010598954,0,2,1,
44098,5,3,3,3,0,0,neutral,neutral,0.0,0.0,0.0,3.84721404261965,nan,0.468010308717,0.07254249732276356,0.0440526525881054,0.02848984473465816,0,2,2,
44098,6,3,2,3,1,1,beneficial,neutral,0.0,0.0,0.0,1.9675338490136718,0.7609403704218608,0.468010308717,0.15222127014866932,0.11589150646001053,0.036329763688658784,0,1,2,2
44098,7,3,3,3,0,0,neutral,neutral,0.0,0.0,0.0,2.2839526267773125,nan,0.468010308717,0.15523725037965674,0.06312732563517467,0.09210992474448207,0,1,1,
44098,8,2,2,2,0,0,neutral,neutral,0.0,0.0,0.0,2.8347657119179277,nan,0.468010308717,0.15322627544011927,0.02503960743203989,0.12818666800807937,0,1,1,
44098,9,3,3,3,0,0,neutral,neutral,0.0,0.0,0.0,4.340568207374671,nan,0.468010308717,0.24827519715893673,0.1726415715646038,0.07563362559433293,0,1,3,
44098,10,3,3,3,0,0,neutral,neutral,0.0,0.0,0.0,2.781796138366553,nan,0.468010308717,0.1712396236873736,0.11802795106877154,0.053211672618602074,0,1,1,
44098,11,1,1,1,0,0,neutral,neutral,0.0,0.0,0.0,3.5966182015709145,nan,0.468010308717,0.19487124773706066,0.04249309092741586,0.1523781568096448,0,1,1,
44098,12,3,3,3,0,0,neutral,neutral,0.0,0.0,0.0,1.371440443765195,nan,0.468010308717,0.13501956139006766,0.1430129873090972,-0.007993425919029545,0,2,3,
44098,13,3,3,3,0,0,neutral,neutral,0.0,0.0,0.0,1.9698135871286406,nan,0.468010308717,0.10562227500654596,0.0825871402285108,0.023035134778035163,0,2,3,
44098,14,3,3,3,0,0,neutral,neutral,0.0,0.0,0.0,3.5304960978545084,nan,0.468010308717,0.08122669621782772,0.03676541348639473,0.04446128273143299,0,2,2,
44098,15,3,3,3,0,0,neutral,neutral,0.0,0.0,0.0,2.708708787832667,nan,0.468010308717,0.18130403631632058,0.2680860924208965,-0.0867820561045759,0,2,2,
44098,16,3,3,3,0,0,neutral,neutral,0.0,0.0,0.0,3.469557621267269,nan,0.468010308717,0.14831222764755533,0.19499555465115434,-0.04668332700359901,0,2,3,
44098,17,1,1,1,0,0,neutral,neutral,0.0014877796961292183,0.0014877796961292183,0.0014877796961292183,3.46469221804729,nan,0.468010308717,0.11456990316600928,0.10070786891657922,0.013862034249430055,0,2,1,
44098,18,3,3,3,0,0,neutral,neutral,0.0,0.0,0.0,2.3853345985149637,nan,0.468010308717,0.1358216114071054,0.12175263285805296,0.014068978549052452,0,2,3,
44098,19,3,3,3,0,0,neutral,neutral,0.0,0.0,0.0,2.570233517681358,nan,0.468010308717,0.14987257822083833,0.06295275008335205,0.08691982813748628,0,2,3,
44098,20,3,3,3,0,0,neutral,neutral,0.0,0.0,0.0,3.2011475189758642,nan,0.468010308717,0.12158423839520807,0.025771577961347495,0.09581266043386058,0,2,3,
44098,21,3,3,3,0,0,neutral,neutral,0.0,0.0,0.0,2.993731320051471,nan,0.468010308717,0.1654520611737677,0.23402235692773965,-0.06857029575397194,0,3,3,
44098,22,1,1,1,0,0,neutral,neutral,0.15755155830998147,0.15755155830998147,0.15755155830998147,4.102871251178628,nan,0.468010308717,0.07737998165861114,0.3074362627035133,-0.23005628104490217,0,3,1,
44098,23,3,3,3,0,0,neutral,neutral,0.0,0.0,0.0,2.7005888529219213,nan,0.468010308717,0.16467328033714826,0.028790999469918158,0.1358822808672301,0,1,1,
44098,24,3,3,3,0,0,neutral,neutral,0.0,0.0,0.0,2.383702326964729,nan,0.468010308717,0.17266170473033193,0.11786980640762512,0.05479189832270681,0,2,3,
44098,25,2,2,2,0,0,neutral,neutral,0.0,0.0,0.0,3.3403993260193183,nan,0.468010308717,0.19267561703744238,0.06832724936958222,0.12434836766786016,0,2,2,
44098,26,3,3,3,0,0,neutral,neutral,0.0,0.0,0.0,4.8206506517271865,nan,0.468010308717,0.07151447608895228,0.028130540620604924,0.04338393546834736,0,2,3,
44098,27,3,3,3,0,0,neutral,neutral,0.0,0.0,0.0,2.3630798174262457,nan,0.468010308717,0.16388158805959638,0.028025410238741867,0.13585617782085452,0,1,1,
