threshold,rows,harmful,beneficial,harmful_recall,harmful_precision,beneficial_specificity,balanced_accuracy,flagged,flagged_fraction,tp,fp,fn,tn,qualifies_recall_constraint,selected_threshold,transfer,training_block,test_block
0.02977509329987723,49,6,43,1.0,0.125,0.023255813953488372,0.5116279069767442,48,0.9795918367346939,6,42,0,1,1,0,block_091_110_to_block_071_090,block_091_110,block_071_090
0.029918825881315444,49,6,43,1.0,0.1276595744680851,0.046511627906976744,0.5232558139534884,47,0.9591836734693877,6,41,0,2,1,0,block_091_110_to_block_071_090,block_091_110,block_071_090
0.035008239767670646,49,6,43,1.0,0.13043478260869565,0.06976744186046512,0.5348837209302325,46,0.9387755102040817,6,40,0,3,1,0,block_091_110_to_block_071_090,block_091_110,block_071_090
0.03589444747302845,49,6,43,1.0,0.13333333333333333,0.09302325581395349,0.5465116279069767,45,0.9183673469387755,6,39,0,4,1,0,block_091_110_to_block_071_090,block_091_110,block_071_090
0.03676724840477237,49,6,43,1.0,0.13636363636363635,0.11627906976744186,0.5581395348837209,44,0.8979591836734694,6,38,0,5,1,0,block_091_110_to_block_071_090,block_091_110,block_071_090
0.03722886999055491,49,6,43,1.0,0.13953488372093023,0.13953488372093023,0.5697674418604651,43,0.8775510204081632,6,37,0,6,1,0,block_091_110_to_block_071_090,block_091_110,block_071_090
0.0373097646426466,49,6,43,1.0,0.14285714285714285,0.16279069767441862,0.5813953488372093,42,0.8571428571428571,6,36,0,7,1,0,block_091_110_to_block_071_090,block_091_110,block_071_090
0.038074397971899994,49,6,43,1.0,0.14634146341463414,0.18604651162790697,0.5930232558139534,41,0.8367346938775511,6,35,0,8,1,0,block_091_110_to_block_071_090,block_091_110,block_071_090
0.03828828061757205,49,6,43,1.0,0.15,0.20930232558139536,0.6046511627906976,40,0.8163265306122449,6,34,0,9,1,0,block_091_110_to_block_071_090,block_091_110,block_071_090
0.03828828451688655,49,6,43,1.0,0.15384615384615385,0.23255813953488372,0.6162790697674418,39,0.7959183673469388,6,33,0,10,1,0,block_091_110_to_block_071_090,block_091_110,block_071_090
0.03894545342684174,49,6,43,1.0,0.15789473684210525,0.2558139534883721,0.627906976744186,38,0.7755102040816326,6,32,0,11,1,0,block_091_110_to_block_071_090,block_091_110,block_071_090
0.03944550494355275,49,6,43,1.0,0.16216216216216217,0.27906976744186046,0.6395348837209303,37,0.7551020408163265,6,31,0,12,1,0,block_091_110_to_block_071_090,block_091_110,block_071_090
0.0402593711119887,49,6,43,1.0,0.16666666666666666,0.3023255813953488,0.6511627906976745,36,0.7346938775510204,6,30,0,13,1,0,block_091_110_to_block_071_090,block_091_110,block_071_090
0.040925394421162456,49,6,43,1.0,0.17142857142857143,0.32558139534883723,0.6627906976744187,35,0.7142857142857143,6,29,0,14,1,0,block_091_110_to_block_071_090,block_091_110,block_071_090
