regime,seed,mean_innovation,std_innovation,mean_absolute_innovation,mean_nis,std_nis,fraction_nis_above_1,fraction_nis_above_3,max_nis,longest_nis_run_above_1,innovation_lag1_autocorrelation
measurement_noise,48,0.18311875089846602,1.2751595057112175,1.0195192827493766,1.2787158105479872,1.7829077998640597,0.44,0.1,11.159483588806939,4,0.15979297357320496
measurement_noise,49,0.17882305609504237,1.1567835083106963,0.9292415267480458,1.1138526200004986,1.6959334251661893,0.3,0.09,8.804621350211992,3,0.049068788949509216
measurement_noise,50,0.1917438527272726,1.3464721677104081,1.0273736542346399,1.376435568938404,2.170864004827419,0.36,0.15,11.635213171567258,6,0.1851502589640338
measurement_noise,51,0.19206912101128953,1.16284207856011,0.9202673484100506,1.1216739033830132,1.6133673268589732,0.38,0.1,9.200684914885484,9,0.29906503319058575
measurement_noise,52,0.1738116106795471,1.2915626870401158,1.0342304295233973,1.313053138771669,1.8146516434601798,0.39,0.12,9.117092353107743,7,0.2220172442545047
measurement_noise,53,0.15608702354411183,1.2120045181108432,0.9479963039403745,1.2050576570875555,2.712000973960981,0.34,0.05,25.722075808239442,5,0.12394818759099155
measurement_noise,54,0.1517140421072465,1.3540159781375323,1.0046357464518694,1.4611561360767067,3.119239585576267,0.31,0.11,22.064344793616023,4,0.1371324344573943
measurement_noise,55,0.20618040541661864,1.2268850934986761,0.9819325765125828,1.2120744577268268,1.6814639491537295,0.43,0.1,8.8406343683545,4,0.004048552984934333
measurement_noise,56,0.2138932348412229,1.2935185500935966,0.9942626222792467,1.271463241551525,2.1149929229913735,0.33,0.14,15.624018418942656,3,0.025482499129518364
measurement_noise,57,0.18116367983044357,1.147910598420065,0.9018437476548576,1.0849001628533235,1.7188974152324912,0.29,0.12,10.65578721711514,5,0.21332302800672934
measurement_noise,58,0.19322314579499358,1.3327307006992681,1.061074102055896,1.366717827343458,1.841613168894377,0.39,0.15,11.074252546417416,6,0.14558417682833363
measurement_noise,59,0.18815102578586898,1.243365399745423,0.9912933629399072,1.226563363220394,2.060132987134331,0.38,0.07,16.92620557223429,7,0.17117695537271227
measurement_noise,60,0.18678840975399544,1.1487855748942288,0.9081590882152217,1.0585883122993798,1.741422574292306,0.3,0.06,10.096704492560873,4,0.23457737989675712
measurement_noise,61,0.1998666715832409,1.2475316922139923,0.948555068518965,1.2080718938486095,2.0066742412787666,0.35,0.13,15.2415224772647,4,0.1302548118336384
measurement_noise,62,0.17596016496570155,1.1197135639124203,0.8539855160171265,1.0498939767972362,1.8831069866321026,0.27,0.09,10.82186948744476,3,0.2926791417892624
measurement_noise,63,0.19480548684432472,1.1689040393966152,0.9103365948205052,1.1224129026915868,1.7210264760627056,0.35,0.11,11.513809914968867,3,0.16446939513161482
measurement_noise,64,0.1624323889397526,1.356283481001411,1.0214529294199868,1.4172165267551016,2.6125868989671686,0.4,0.14,18.5782020038736,5,0.030995739742709878
measurement_noise,65,0.2092874087539606,1.3922297493081113,1.1516152538688234,1.500399661419765,1.950833644131253,0.37,0.15,8.02231768304633,3,0.01628297446838647
