condition,true_class,magnitude,replicate,population_size,hard_accuracy,coverage,selective_accuracy,fail_A,fail_C,fail_S,evidence_sufficient,failure_mode
structural_change_delta_0.065,structural_change,0.065,29,100,0.92,0.88,0.9772727272727273,False,False,False,True,pass_all
structural_change_delta_0.065,structural_change,0.065,30,100,0.93,0.87,0.9540229885057471,False,False,False,True,pass_all
structural_change_delta_0.065,structural_change,0.065,31,100,0.89,0.91,0.945054945054945,True,False,True,False,A_and_S
structural_change_delta_0.065,structural_change,0.065,32,100,0.98,0.89,0.9775280898876404,False,False,False,True,pass_all
structural_change_delta_0.065,structural_change,0.065,33,100,0.9,0.88,0.9431818181818182,False,False,True,False,S_only
structural_change_delta_0.065,structural_change,0.065,34,100,0.94,0.83,0.9518072289156626,False,False,False,True,pass_all
structural_change_delta_0.065,structural_change,0.065,35,100,0.94,0.82,0.975609756097561,False,False,False,True,pass_all
structural_change_delta_0.065,structural_change,0.065,36,100,0.93,0.86,0.9767441860465116,False,False,False,True,pass_all
structural_change_delta_0.065,structural_change,0.065,37,100,0.95,0.86,0.9883720930232558,False,False,False,True,pass_all
structural_change_delta_0.065,structural_change,0.065,38,100,0.94,0.85,0.9764705882352941,False,False,False,True,pass_all
structural_change_delta_0.065,structural_change,0.065,39,100,0.95,0.82,0.9878048780487805,False,False,False,True,pass_all
structural_change_delta_0.065,structural_change,0.065,40,100,0.92,0.82,0.9878048780487805,False,False,False,True,pass_all
structural_change_delta_0.065,structural_change,0.065,41,100,0.94,0.89,0.9887640449438202,False,False,False,True,pass_all
structural_change_delta_0.065,structural_change,0.065,42,100,0.95,0.89,0.9887640449438202,False,False,False,True,pass_all
structural_change_delta_0.065,structural_change,0.065,43,100,0.93,0.81,0.9382716049382716,False,False,True,False,S_only
structural_change_delta_0.065,structural_change,0.065,44,100,0.93,0.91,0.9560439560439561,False,False,False,True,pass_all
structural_change_delta_0.065,structural_change,0.065,45,100,0.93,0.9,0.9555555555555556,False,False,False,True,pass_all
structural_change_delta_0.065,structural_change,0.065,46,100,0.93,0.85,0.9294117647058824,False,False,True,False,S_only
structural_change_delta_0.065,structural_change,0.065,47,100,0.93,0.87,0.9770114942528736,False,False,False,True,pass_all
structural_change_delta_0.065,structural_change,0.065,48,100,0.94,0.88,0.9772727272727273,False,False,False,True,pass_all
structural_change_delta_0.065,structural_change,0.065,49,100,0.92,0.82,0.9512195121951219,False,False,False,True,pass_all
structural_change_delta_0.070,structural_change,0.07,0,100,0.97,0.93,0.989247311827957,False,False,False,True,pass_all
structural_change_delta_0.070,structural_change,0.07,1,100,0.92,0.87,0.9540229885057471,False,False,False,True,pass_all
structural_change_delta_0.070,structural_change,0.07,2,100,0.95,0.91,0.989010989010989,False,False,False,True,pass_all
structural_change_delta_0.070,structural_change,0.07,3,100,0.94,0.81,0.9629629629629629,False,False,False,True,pass_all
structural_change_delta_0.070,structural_change,0.07,4,100,0.96,0.9,1.0,False,False,False,True,pass_all
structural_change_delta_0.070,structural_change,0.07,5,100,0.95,0.91,0.989010989010989,False,False,False,True,pass_all
structural_change_delta_0.070,structural_change,0.07,6,100,0.96,0.93,0.956989247311828,False,False,False,True,pass_all
structural_change_delta_0.070,structural_change,0.07,7,100,0.95,0.83,0.9879518072289156,False,False,False,True,pass_all
structural_change_delta_0.070,structural_change,0.07,8,100,0.94,0.89,0.9662921348314607,False,False,False,True,pass_all
structural_change_delta_0.070,structural_change,0.07,9,100,0.95,0.92,0.967391304347826,False,False,False,True,pass_all
structural_change_delta_0.070,structural_change,0.07,10,100,0.96,0.83,1.0,False,False,False,True,pass_all
structural_change_delta_0.070,structural_change,0.07,11,100,0.93,0.91,0.967032967032967,False,False,False,True,pass_all
structural_change_delta_0.070,structural_change,0.07,12,100,0.92,0.9,0.9666666666666667,False,False,False,True,pass_all
structural_change_delta_0.070,structural_change,0.07,13,100,0.93,0.86,0.9767441860465116,False,False,False,True,pass_all
structural_change_delta_0.070,structural_change,0.07,14,100,0.94,0.9,0.9888888888888889,False,False,False,True,pass_all
structural_change_delta_0.070,structural_change,0.07,15,100,0.97,0.93,0.978494623655914,False,False,False,True,pass_all
structural_change_delta_0.070,structural_change,0.07,16,100,0.92,0.85,0.9529411764705882,False,False,False,True,pass_all
structural_change_delta_0.070,structural_change,0.07,17,100,0.96,0.95,0.9789473684210527,False,False,False,True,pass_all
structural_change_delta_0.070,structural_change,0.07,18,100,0.95,0.9,0.9777777777777777,False,False,False,True,pass_all
structural_change_delta_0.070,structural_change,0.07,19,100,0.94,0.88,1.0,False,False,False,True,pass_all
structural_change_delta_0.070,structural_change,0.07,20,100,0.99,0.9,1.0,False,False,False,True,pass_all
structural_change_delta_0.070,structural_change,0.07,21,100,0.98,0.92,0.9782608695652174,False,False,False,True,pass_all
structural_change_delta_0.070,structural_change,0.07,22,100,0.97,0.9,0.9888888888888889,False,False,False,True,pass_all
structural_change_delta_0.070,structural_change,0.07,23,100,0.92,0.91,0.978021978021978,False,False,False,True,pass_all
structural_change_delta_0.070,structural_change,0.07,24,100,0.93,0.89,0.9775280898876404,False,False,False,True,pass_all
structural_change_delta_0.070,structural_change,0.07,25,100,0.96,0.94,1.0,False,False,False,True,pass_all
structural_change_delta_0.070,structural_change,0.07,26,100,0.95,0.9,0.9666666666666667,False,False,False,True,pass_all
structural_change_delta_0.070,structural_change,0.07,27,100,0.97,0.93,0.989247311827957,False,False,False,True,pass_all
structural_change_delta_0.070,structural_change,0.07,28,100,0.97,0.9,0.9888888888888889,False,False,False,True,pass_all
structural_change_delta_0.070,structural_change,0.07,29,100,0.94,0.88,0.9886363636363636,False,False,False,True,pass_all
structural_change_delta_0.070,structural_change,0.07,30,100,0.96,0.92,0.9782608695652174,False,False,False,True,pass_all
structural_change_delta_0.070,structural_change,0.07,31,100,0.98,0.9,1.0,False,False,False,True,pass_all
structural_change_delta_0.070,structural_change,0.07,32,100,0.94,0.89,0.9662921348314607,False,False,False,True,pass_all
structural_change_delta_0.070,structural_change,0.07,33,100,0.95,0.9,0.9777777777777777,False,False,False,True,pass_all
structural_change_delta_0.070,structural_change,0.07,34,100,0.97,0.88,0.9772727272727273,False,False,False,True,pass_all
structural_change_delta_0.070,structural_change,0.07,35,100,0.93,0.88,0.9886363636363636,False,False,False,True,pass_all
structural_change_delta_0.070,structural_change,0.07,36,100,0.97,0.94,0.9787234042553191,False,False,False,True,pass_all
structural_change_delta_0.070,structural_change,0.07,37,100,0.93,0.9,0.9555555555555556,False,False,False,True,pass_all
structural_change_delta_0.070,structural_change,0.07,38,100,0.92,0.86,0.9651162790697675,False,False,False,True,pass_all
structural_change_delta_0.070,structural_change,0.07,39,100,0.95,0.91,0.978021978021978,False,False,False,True,pass_all
structural_change_delta_0.070,structural_change,0.07,40,100,0.93,0.92,0.9456521739130435,False,False,True,False,S_only
structural_change_delta_0.070,structural_change,0.07,41,100,0.9,0.83,0.9879518072289156,False,False,False,True,pass_all
structural_change_delta_0.070,structural_change,0.07,42,100,0.97,0.91,1.0,False,False,False,True,pass_all
structural_change_delta_0.070,structural_change,0.07,43,100,0.93,0.92,0.9456521739130435,False,False,True,False,S_only
structural_change_delta_0.070,structural_change,0.07,44,100,0.96,0.91,0.989010989010989,False,False,False,True,pass_all
structural_change_delta_0.070,structural_change,0.07,45,100,0.96,0.9,1.0,False,False,False,True,pass_all
structural_change_delta_0.070,structural_change,0.07,46,100,0.95,0.89,0.9887640449438202,False,False,False,True,pass_all
structural_change_delta_0.070,structural_change,0.07,47,100,0.93,0.87,0.9885057471264368,False,False,False,True,pass_all
structural_change_delta_0.070,structural_change,0.07,48,100,0.98,0.94,0.9893617021276596,False,False,False,True,pass_all
structural_change_delta_0.070,structural_change,0.07,49,100,0.98,0.91,1.0,False,False,False,True,pass_all
structural_change_delta_0.075,structural_change,0.075,0,100,0.94,0.91,0.967032967032967,False,False,False,True,pass_all
structural_change_delta_0.075,structural_change,0.075,1,100,0.92,0.93,0.967741935483871,False,False,False,True,pass_all
structural_change_delta_0.075,structural_change,0.075,2,100,0.94,0.9,0.9555555555555556,False,False,False,True,pass_all
structural_change_delta_0.075,structural_change,0.075,3,100,0.95,0.96,0.9791666666666666,False,False,False,True,pass_all
structural_change_delta_0.075,structural_change,0.075,4,100,0.96,0.91,0.989010989010989,False,False,False,True,pass_all
structural_change_delta_0.075,structural_change,0.075,5,100,0.92,0.89,0.9662921348314607,False,False,False,True,pass_all
structural_change_delta_0.075,structural_change,0.075,6,100,0.97,0.97,0.9896907216494846,False,False,False,True,pass_all
structural_change_delta_0.075,structural_change,0.075,7,100,0.95,0.91,0.978021978021978,False,False,False,True,pass_all
structural_change_delta_0.075,structural_change,0.075,8,100,0.96,0.91,0.989010989010989,False,False,False,True,pass_all
structural_change_delta_0.075,structural_change,0.075,9,100,0.94,0.91,0.978021978021978,False,False,False,True,pass_all
structural_change_delta_0.075,structural_change,0.075,10,100,0.94,0.91,0.9560439560439561,False,False,False,True,pass_all
structural_change_delta_0.075,structural_change,0.075,11,100,0.91,0.89,0.9662921348314607,False,False,False,True,pass_all
structural_change_delta_0.075,structural_change,0.075,12,100,0.96,0.94,0.9893617021276596,False,False,False,True,pass_all
structural_change_delta_0.075,structural_change,0.075,13,100,0.95,0.87,0.9885057471264368,False,False,False,True,pass_all
structural_change_delta_0.075,structural_change,0.075,14,100,0.96,0.93,0.956989247311828,False,False,False,True,pass_all
structural_change_delta_0.075,structural_change,0.075,15,100,0.93,0.93,0.946236559139785,False,False,True,False,S_only
structural_change_delta_0.075,structural_change,0.075,16,100,0.99,0.88,0.9886363636363636,False,False,False,True,pass_all
structural_change_delta_0.075,structural_change,0.075,17,100,0.97,0.91,0.989010989010989,False,False,False,True,pass_all
structural_change_delta_0.075,structural_change,0.075,18,100,0.95,0.93,0.956989247311828,False,False,False,True,pass_all
structural_change_delta_0.075,structural_change,0.075,19,100,0.93,0.92,0.9891304347826086,False,False,False,True,pass_all
structural_change_delta_0.075,structural_change,0.075,20,100,0.98,0.91,0.978021978021978,False,False,False,True,pass_all
structural_change_delta_0.075,structural_change,0.075,21,100,0.99,0.91,1.0,False,False,False,True,pass_all
structural_change_delta_0.075,structural_change,0.075,22,100,0.96,0.96,0.9791666666666666,False,False,False,True,pass_all
structural_change_delta_0.075,structural_change,0.075,23,100,0.97,0.9,1.0,False,False,False,True,pass_all
structural_change_delta_0.075,structural_change,0.075,24,100,0.97,0.9,0.9888888888888889,False,False,False,True,pass_all
structural_change_delta_0.075,structural_change,0.075,25,100,0.99,0.93,1.0,False,False,False,True,pass_all
structural_change_delta_0.075,structural_change,0.075,26,100,0.95,0.93,0.978494623655914,False,False,False,True,pass_all
structural_change_delta_0.075,structural_change,0.075,27,100,0.96,0.92,0.9891304347826086,False,False,False,True,pass_all
structural_change_delta_0.075,structural_change,0.075,28,100,0.97,0.94,0.9787234042553191,False,False,False,True,pass_all
structural_change_delta_0.075,structural_change,0.075,29,100,0.94,0.92,0.967391304347826,False,False,False,True,pass_all
structural_change_delta_0.075,structural_change,0.075,30,100,0.97,0.86,1.0,False,False,False,True,pass_all
structural_change_delta_0.075,structural_change,0.075,31,100,0.96,0.92,0.9891304347826086,False,False,False,True,pass_all
structural_change_delta_0.075,structural_change,0.075,32,100,0.97,0.96,0.96875,False,False,False,True,pass_all
structural_change_delta_0.075,structural_change,0.075,33,100,0.96,0.91,1.0,False,False,False,True,pass_all
structural_change_delta_0.075,structural_change,0.075,34,100,0.96,0.94,0.9893617021276596,False,False,False,True,pass_all
structural_change_delta_0.075,structural_change,0.075,35,100,0.97,0.96,0.9791666666666666,False,False,False,True,pass_all
structural_change_delta_0.075,structural_change,0.075,36,100,0.99,0.93,1.0,False,False,False,True,pass_all
structural_change_delta_0.075,structural_change,0.075,37,100,0.96,0.88,0.9772727272727273,False,False,False,True,pass_all
structural_change_delta_0.075,structural_change,0.075,38,100,0.94,0.91,0.967032967032967,False,False,False,True,pass_all
structural_change_delta_0.075,structural_change,0.075,39,100,1.0,0.96,1.0,False,False,False,True,pass_all
structural_change_delta_0.075,structural_change,0.075,40,100,0.92,0.89,0.9662921348314607,False,False,False,True,pass_all
structural_change_delta_0.075,structural_change,0.075,41,100,0.93,0.93,0.946236559139785,False,False,True,False,S_only
structural_change_delta_0.075,structural_change,0.075,42,100,0.98,0.9,0.9888888888888889,False,False,False,True,pass_all
structural_change_delta_0.075,structural_change,0.075,43,100,0.94,0.9,0.9777777777777777,False,False,False,True,pass_all
structural_change_delta_0.075,structural_change,0.075,44,100,0.95,0.9,0.9888888888888889,False,False,False,True,pass_all
structural_change_delta_0.075,structural_change,0.075,45,100,0.96,0.95,0.9894736842105263,False,False,False,True,pass_all
structural_change_delta_0.075,structural_change,0.075,46,100,0.95,0.94,0.9787234042553191,False,False,False,True,pass_all
structural_change_delta_0.075,structural_change,0.075,47,100,0.98,0.91,1.0,False,False,False,True,pass_all
structural_change_delta_0.075,structural_change,0.075,48,100,0.99,0.95,0.9894736842105263,False,False,False,True,pass_all
structural_change_delta_0.075,structural_change,0.075,49,100,0.98,0.95,0.9894736842105263,False,False,False,True,pass_all
