bootstrap,primary_auc,action_only_auc,difference
470,0.8263820224335454,0.7788699373931027,0.047512085040442686
471,0.8313414991907357,0.7824215235981358,0.048919975592599974
472,0.8328828696314703,0.7860162733611261,0.046866596270344174
473,0.8195761659488359,0.7695193790504611,0.05005678689837478
474,0.8274816879542728,0.7836468844823936,0.04383480347187918
475,0.8322056952028651,0.7872857933670163,0.04491990183584882
476,0.8338266711580055,0.7927757388027253,0.04105093235528012
477,0.8316673905292793,0.783233076067408,0.0484343144618713
478,0.8328059836033639,0.7828584406181827,0.049947542985181226
479,0.8271456447428703,0.7822791981224813,0.04486644662038908
