trial,unsafe_recall,unsafe_precision,balanced_accuracy,true_positives,alert_coverage
42,0.6295754026354319,0.2392877017250974,0.6405143713840087,860,0.390228013029316
43,0.6259150805270863,0.2378964941569282,0.6383654953884794,855,0.390228013029316
44,0.6310395314787701,0.23984418475236505,0.6413739217822203,862,0.390228013029316
45,0.6339677891654466,0.2409571508069004,0.6430930225786438,866,0.390228013029316
46,0.6222547584187409,0.23650528658875905,0.6362166193929503,850,0.390228013029316
47,0.6266471449487555,0.23817473567056205,0.6387952705875852,856,0.390228013029316
48,0.6310395314787701,0.23984418475236505,0.6413739217822203,862,0.390228013029316
49,0.6339677891654466,0.2409571508069004,0.6430930225786438,866,0.390228013029316
50,0.6325036603221084,0.24040066777963273,0.642233472180432,864,0.390228013029316
51,0.6295754026354319,0.2392877017250974,0.6405143713840087,860,0.390228013029316
52,0.636896046852123,0.24207011686143573,0.6448121233750671,870,0.390228013029316
53,0.6339677891654466,0.2409571508069004,0.6430930225786438,866,0.390228013029316
54,0.6398243045387995,0.24318308291597107,0.6465312241714904,874,0.390228013029316
55,0.637628111273792,0.24234835837506957,0.6452418985741729,871,0.390228013029316
56,0.6317715959004392,0.2401224262659989,0.6418036969813261,863,0.390228013029316
57,0.6449487554904831,0.2451307735114079,0.6495396505652313,881,0.390228013029316
58,0.6295754026354319,0.2392877017250974,0.6405143713840087,860,0.390228013029316
59,0.6354319180087847,0.24151363383416805,0.6439525729768554,868,0.390228013029316
60,0.6266471449487555,0.23817473567056205,0.6387952705875852,856,0.390228013029316
61,0.6310395314787701,0.23984418475236505,0.6413739217822203,862,0.390228013029316
62,0.6346998535871157,0.24123539232053423,0.6435227977777496,867,0.390228013029316
63,0.6354319180087847,0.24151363383416805,0.6439525729768554,868,0.390228013029316
64,0.6412884333821376,0.24373956594323873,0.6473907745697021,876,0.390228013029316
65,0.637628111273792,0.24234835837506957,0.6452418985741729,871,0.390228013029316
66,0.6288433382137628,0.23900946021146355,0.6400845961849029,859,0.390228013029316
67,0.6354319180087847,0.24151363383416805,0.6439525729768554,868,0.390228013029316
68,0.6346998535871157,0.24123539232053423,0.6435227977777496,867,0.390228013029316
69,0.636896046852123,0.24207011686143573,0.6448121233750671,870,0.390228013029316
70,0.6288433382137628,0.23900946021146355,0.6400845961849029,859,0.390228013029316
71,0.6346998535871157,0.24123539232053423,0.6435227977777496,867,0.390228013029316
72,0.6288433382137628,0.23900946021146355,0.6400845961849029,859,0.390228013029316
73,0.6317715959004392,0.2401224262659989,0.6418036969813261,863,0.390228013029316
74,0.6281112737920937,0.2387312186978297,0.6396548209857971,858,0.390228013029316
75,0.6303074670571011,0.2395659432387312,0.6409441465831145,861,0.390228013029316
76,0.6339677891654466,0.2409571508069004,0.6430930225786438,866,0.390228013029316
