policy,accuracy,mean_loss,mean_regret,median_regret,max_regret,zero_regret_fraction,regret_gt_0_005_fraction,under_count,over_count,exact_count,action_entropy,dominant_action_fraction,deviation_from_direct,seed,dataset_fingerprint,context_count,train_count,test_count,pareto_efficient
oracle,1.0,0.12426629242648103,0.0,0.0,0.0,1.0,0.0,0,0,63,0.7232254116865723,0.7142857142857143,0.746031746031746,601,db74b12773f22a361a64af10483b0e140d3ba6715b11f3ea4535f8ed29ee0a07,210,147,63,0
direct_loss,0.2222222222222222,0.13767260184168376,0.002208592877880087,0.0,0.04243959770378547,0.9206349206349206,0.07936507936507936,0,49,14,0.37330396038588726,0.8571428571428571,0.0,602,e131e39775e079296458bd6589a1cc945589e45dd989ce92f89a758fdb65610b,210,147,63,1
fixed_risk_0.010,0.09523809523809523,0.13767260184168376,0.002208592877880087,0.0,0.04243959770378547,0.9206349206349206,0.07936507936507936,0,57,6,0.0,1.0,0.14285714285714285,602,e131e39775e079296458bd6589a1cc945589e45dd989ce92f89a758fdb65610b,210,147,63,0
two_stage_0.25,0.1111111111111111,0.13767260184168376,0.002208592877880087,0.0,0.04243959770378547,0.9206349206349206,0.07936507936507936,0,56,7,0.07419397342546546,0.9841269841269841,0.12698412698412698,602,e131e39775e079296458bd6589a1cc945589e45dd989ce92f89a758fdb65610b,210,147,63,0
two_stage_0.30,0.1111111111111111,0.13767260184168376,0.002208592877880087,0.0,0.04243959770378547,0.9206349206349206,0.07936507936507936,0,56,7,0.07419397342546546,0.9841269841269841,0.12698412698412698,602,e131e39775e079296458bd6589a1cc945589e45dd989ce92f89a758fdb65610b,210,147,63,0
two_stage_0.35,0.1111111111111111,0.13767260184168376,0.002208592877880087,0.0,0.04243959770378547,0.9206349206349206,0.07936507936507936,0,56,7,0.07419397342546546,0.9841269841269841,0.12698412698412698,602,e131e39775e079296458bd6589a1cc945589e45dd989ce92f89a758fdb65610b,210,147,63,0
two_stage_0.40,0.1111111111111111,0.13767260184168376,0.002208592877880087,0.0,0.04243959770378547,0.9206349206349206,0.07936507936507936,0,56,7,0.07419397342546546,0.9841269841269841,0.12698412698412698,602,e131e39775e079296458bd6589a1cc945589e45dd989ce92f89a758fdb65610b,210,147,63,0
two_stage_0.45,0.1111111111111111,0.13767260184168376,0.002208592877880087,0.0,0.04243959770378547,0.9206349206349206,0.07936507936507936,0,56,7,0.07419397342546546,0.9841269841269841,0.12698412698412698,602,e131e39775e079296458bd6589a1cc945589e45dd989ce92f89a758fdb65610b,210,147,63,0
two_stage_0.50,0.1111111111111111,0.13767260184168376,0.002208592877880087,0.0,0.04243959770378547,0.9206349206349206,0.07936507936507936,0,56,7,0.07419397342546546,0.9841269841269841,0.12698412698412698,602,e131e39775e079296458bd6589a1cc945589e45dd989ce92f89a758fdb65610b,210,147,63,0
fixed_k3,0.09523809523809523,0.13767260184168376,0.002208592877880087,0.0,0.04243959770378547,0.9206349206349206,0.07936507936507936,0,57,6,0.0,1.0,0.14285714285714285,602,e131e39775e079296458bd6589a1cc945589e45dd989ce92f89a758fdb65610b,210,147,63,0
oracle,1.0,0.13546400896380367,0.0,0.0,0.0,1.0,0.0,0,0,63,0.7453634540330208,0.6825396825396826,0.7777777777777778,602,e131e39775e079296458bd6589a1cc945589e45dd989ce92f89a758fdb65610b,210,147,63,0
direct_loss,0.16923076923076924,0.14357914601243488,0.0050121981888209205,0.0,0.12861118622920678,0.8923076923076924,0.1076923076923077,2,52,11,0.6339735089275502,0.7538461538461538,0.0,603,1c007765c99faf6b33b7061356084b4360821f870bcd0cd32aa640e2920ad924,216,151,65,1
fixed_risk_0.010,0.06153846153846154,0.1406971567641947,0.0021302089405807337,0.0,0.04265740129922513,0.9230769230769231,0.07692307692307693,0,61,4,0.1444855602342644,0.9692307692307692,0.2153846153846154,603,1c007765c99faf6b33b7061356084b4360821f870bcd0cd32aa640e2920ad924,216,151,65,1
two_stage_0.25,0.06153846153846154,0.1416005123781394,0.003033564554525431,0.0,0.05871811490640533,0.9076923076923077,0.09230769230769231,1,60,4,0.1702427960158693,0.9538461538461539,0.2,603,1c007765c99faf6b33b7061356084b4360821f870bcd0cd32aa640e2920ad924,216,151,65,1
two_stage_0.30,0.06153846153846154,0.1416005123781394,0.003033564554525431,0.0,0.05871811490640533,0.9076923076923077,0.09230769230769231,1,60,4,0.1702427960158693,0.9538461538461539,0.2,603,1c007765c99faf6b33b7061356084b4360821f870bcd0cd32aa640e2920ad924,216,151,65,1
two_stage_0.35,0.06153846153846154,0.1416005123781394,0.003033564554525431,0.0,0.05871811490640533,0.9076923076923077,0.09230769230769231,1,60,4,0.1702427960158693,0.9538461538461539,0.2,603,1c007765c99faf6b33b7061356084b4360821f870bcd0cd32aa640e2920ad924,216,151,65,1
two_stage_0.40,0.06153846153846154,0.1416005123781394,0.003033564554525431,0.0,0.05871811490640533,0.9076923076923077,0.09230769230769231,1,60,4,0.1702427960158693,0.9538461538461539,0.2,603,1c007765c99faf6b33b7061356084b4360821f870bcd0cd32aa640e2920ad924,216,151,65,1
two_stage_0.45,0.06153846153846154,0.1416005123781394,0.003033564554525431,0.0,0.05871811490640533,0.9076923076923077,0.09230769230769231,1,60,4,0.1702427960158693,0.9538461538461539,0.2,603,1c007765c99faf6b33b7061356084b4360821f870bcd0cd32aa640e2920ad924,216,151,65,1
two_stage_0.50,0.06153846153846154,0.1416005123781394,0.003033564554525431,0.0,0.05871811490640533,0.9076923076923077,0.09230769230769231,1,60,4,0.1702427960158693,0.9538461538461539,0.2,603,1c007765c99faf6b33b7061356084b4360821f870bcd0cd32aa640e2920ad924,216,151,65,1
fixed_k3,0.03076923076923077,0.1406971567641947,0.0021302089405807337,0.0,0.04265740129922513,0.9230769230769231,0.07692307692307693,0,63,2,0.0,1.0,0.24615384615384617,603,1c007765c99faf6b33b7061356084b4360821f870bcd0cd32aa640e2920ad924,216,151,65,0
oracle,1.0,0.13856694782361395,0.0,0.0,0.0,1.0,0.0,0,0,65,0.7230717117234965,0.5692307692307692,0.8307692307692308,603,1c007765c99faf6b33b7061356084b4360821f870bcd0cd32aa640e2920ad924,216,151,65,0
direct_loss,0.10606060606060606,0.1419654424181899,0.0029961096411100234,0.0,0.05873346298566123,0.9090909090909091,0.09090909090909091,1,58,7,0.4790509949740163,0.8181818181818182,0.0,604,5b045fdead6fc6c072ab0e1cdd484d01232961c861a78e2bd51ae01720e4d27f,220,154,66,1
fixed_risk_0.010,0.030303030303030304,0.1419654424181899,0.0029961096411100234,0.0,0.05873346298566123,0.9090909090909091,0.09090909090909091,1,63,2,0.1946454300290422,0.9545454545454546,0.13636363636363635,604,5b045fdead6fc6c072ab0e1cdd484d01232961c861a78e2bd51ae01720e4d27f,220,154,66,0
two_stage_0.25,0.030303030303030304,0.1419654424181899,0.0029961096411100234,0.0,0.05873346298566123,0.9090909090909091,0.09090909090909091,1,63,2,0.1946454300290422,0.9545454545454546,0.13636363636363635,604,5b045fdead6fc6c072ab0e1cdd484d01232961c861a78e2bd51ae01720e4d27f,220,154,66,0
two_stage_0.30,0.015151515151515152,0.1419654424181899,0.0029961096411100234,0.0,0.05873346298566123,0.9090909090909091,0.09090909090909091,1,64,1,0.14272407143620675,0.9696969696969697,0.15151515151515152,604,5b045fdead6fc6c072ab0e1cdd484d01232961c861a78e2bd51ae01720e4d27f,220,154,66,0
two_stage_0.35,0.015151515151515152,0.1419654424181899,0.0029961096411100234,0.0,0.05873346298566123,0.9090909090909091,0.09090909090909091,1,64,1,0.14272407143620675,0.9696969696969697,0.15151515151515152,604,5b045fdead6fc6c072ab0e1cdd484d01232961c861a78e2bd51ae01720e4d27f,220,154,66,0
two_stage_0.40,0.015151515151515152,0.1419654424181899,0.0029961096411100234,0.0,0.05873346298566123,0.9090909090909091,0.09090909090909091,1,64,1,0.14272407143620675,0.9696969696969697,0.15151515151515152,604,5b045fdead6fc6c072ab0e1cdd484d01232961c861a78e2bd51ae01720e4d27f,220,154,66,0
two_stage_0.45,0.015151515151515152,0.1419654424181899,0.0029961096411100234,0.0,0.05873346298566123,0.9090909090909091,0.09090909090909091,1,64,1,0.14272407143620675,0.9696969696969697,0.15151515151515152,604,5b045fdead6fc6c072ab0e1cdd484d01232961c861a78e2bd51ae01720e4d27f,220,154,66,0
two_stage_0.50,0.015151515151515152,0.1419654424181899,0.0029961096411100234,0.0,0.05873346298566123,0.9090909090909091,0.09090909090909091,1,64,1,0.14272407143620675,0.9696969696969697,0.15151515151515152,604,5b045fdead6fc6c072ab0e1cdd484d01232961c861a78e2bd51ae01720e4d27f,220,154,66,0
fixed_k3,0.0,0.1410755414638617,0.002106208686781823,0.0,0.04297742215153677,0.9242424242424242,0.07575757575757576,0,66,0,0.0,1.0,0.18181818181818182,604,5b045fdead6fc6c072ab0e1cdd484d01232961c861a78e2bd51ae01720e4d27f,220,154,66,0
oracle,1.0,0.13896933277707987,0.0,0.0,0.0,1.0,0.0,0,0,66,0.5793801642856949,0.6666666666666666,0.8939393939393939,604,5b045fdead6fc6c072ab0e1cdd484d01232961c861a78e2bd51ae01720e4d27f,220,154,66,0
direct_loss,0.25396825396825395,0.12971945294377513,0.00223569030497683,0.0,0.04093966346822597,0.9047619047619048,0.09523809523809523,1,46,16,0.6568080462084844,0.6349206349206349,0.0,605,062bea0a299c1b476ab13e22362336e67c55f0d5aabb27173669bd7599236051,210,147,63,1
fixed_risk_0.010,0.06349206349206349,0.1295793137643705,0.0020955511255722208,0.0,0.04093966346822597,0.9206349206349206,0.07936507936507936,0,59,4,0.21524414173202935,0.9365079365079365,0.30158730158730157,605,062bea0a299c1b476ab13e22362336e67c55f0d5aabb27173669bd7599236051,210,147,63,1
two_stage_0.25,0.047619047619047616,0.1295793137643705,0.0020955511255722208,0.0,0.04093966346822597,0.9206349206349206,0.07936507936507936,0,60,3,0.1742599131034775,0.9523809523809523,0.31746031746031744,605,062bea0a299c1b476ab13e22362336e67c55f0d5aabb27173669bd7599236051,210,147,63,0
two_stage_0.30,0.031746031746031744,0.1295793137643705,0.0020955511255722208,0.0,0.04093966346822597,0.9206349206349206,0.07936507936507936,0,61,2,0.1281253846032617,0.9682539682539683,0.3333333333333333,605,062bea0a299c1b476ab13e22362336e67c55f0d5aabb27173669bd7599236051,210,147,63,0
two_stage_0.35,0.0,0.1295793137643705,0.0020955511255722208,0.0,0.04093966346822597,0.9206349206349206,0.07936507936507936,0,63,0,0.0,1.0,0.36507936507936506,605,062bea0a299c1b476ab13e22362336e67c55f0d5aabb27173669bd7599236051,210,147,63,0
two_stage_0.40,0.0,0.1295793137643705,0.0020955511255722208,0.0,0.04093966346822597,0.9206349206349206,0.07936507936507936,0,63,0,0.0,1.0,0.36507936507936506,605,062bea0a299c1b476ab13e22362336e67c55f0d5aabb27173669bd7599236051,210,147,63,0
two_stage_0.45,0.0,0.1295793137643705,0.0020955511255722208,0.0,0.04093966346822597,0.9206349206349206,0.07936507936507936,0,63,0,0.0,1.0,0.36507936507936506,605,062bea0a299c1b476ab13e22362336e67c55f0d5aabb27173669bd7599236051,210,147,63,0
two_stage_0.50,0.0,0.1295793137643705,0.0020955511255722208,0.0,0.04093966346822597,0.9206349206349206,0.07936507936507936,0,63,0,0.0,1.0,0.36507936507936506,605,062bea0a299c1b476ab13e22362336e67c55f0d5aabb27173669bd7599236051,210,147,63,0
fixed_k3,0.0,0.1295793137643705,0.0020955511255722208,0.0,0.04093966346822597,0.9206349206349206,0.07936507936507936,0,63,0,0.0,1.0,0.36507936507936506,605,062bea0a299c1b476ab13e22362336e67c55f0d5aabb27173669bd7599236051,210,147,63,0
oracle,1.0,0.1274837626387983,0.0,0.0,0.0,1.0,0.0,0,0,63,0.611410839272946,0.6031746031746031,0.746031746031746,605,062bea0a299c1b476ab13e22362336e67c55f0d5aabb27173669bd7599236051,210,147,63,0
direct_loss,0.16666666666666666,0.11110734822317114,0.0029454446632878515,0.0,0.0406111123164723,0.8833333333333333,0.08333333333333333,0,50,10,0.5816124537548851,0.7666666666666667,0.0,606,104e6943d7350a9746a51e43da702fe931d3d5ab401d518aafd81c3cb36a6972,197,137,60,1
fixed_risk_0.010,0.0,0.11110734822317114,0.0029454446632878515,0.0,0.0406111123164723,0.8833333333333333,0.08333333333333333,0,60,0,0.0,1.0,0.23333333333333334,606,104e6943d7350a9746a51e43da702fe931d3d5ab401d518aafd81c3cb36a6972,197,137,60,0
two_stage_0.25,0.0,0.11110734822317114,0.0029454446632878515,0.0,0.0406111123164723,0.8833333333333333,0.08333333333333333,0,60,0,0.0,1.0,0.23333333333333334,606,104e6943d7350a9746a51e43da702fe931d3d5ab401d518aafd81c3cb36a6972,197,137,60,0
two_stage_0.30,0.0,0.11110734822317114,0.0029454446632878515,0.0,0.0406111123164723,0.8833333333333333,0.08333333333333333,0,60,0,0.0,1.0,0.23333333333333334,606,104e6943d7350a9746a51e43da702fe931d3d5ab401d518aafd81c3cb36a6972,197,137,60,0
two_stage_0.35,0.0,0.11110734822317114,0.0029454446632878515,0.0,0.0406111123164723,0.8833333333333333,0.08333333333333333,0,60,0,0.0,1.0,0.23333333333333334,606,104e6943d7350a9746a51e43da702fe931d3d5ab401d518aafd81c3cb36a6972,197,137,60,0
two_stage_0.40,0.0,0.11110734822317114,0.0029454446632878515,0.0,0.0406111123164723,0.8833333333333333,0.08333333333333333,0,60,0,0.0,1.0,0.23333333333333334,606,104e6943d7350a9746a51e43da702fe931d3d5ab401d518aafd81c3cb36a6972,197,137,60,0
two_stage_0.45,0.0,0.11110734822317114,0.0029454446632878515,0.0,0.0406111123164723,0.8833333333333333,0.08333333333333333,0,60,0,0.0,1.0,0.23333333333333334,606,104e6943d7350a9746a51e43da702fe931d3d5ab401d518aafd81c3cb36a6972,197,137,60,0
two_stage_0.50,0.0,0.11110734822317114,0.0029454446632878515,0.0,0.0406111123164723,0.8833333333333333,0.08333333333333333,0,60,0,0.0,1.0,0.23333333333333334,606,104e6943d7350a9746a51e43da702fe931d3d5ab401d518aafd81c3cb36a6972,197,137,60,0
fixed_k3,0.0,0.11110734822317114,0.0029454446632878515,0.0,0.0406111123164723,0.8833333333333333,0.08333333333333333,0,60,0,0.0,1.0,0.23333333333333334,606,104e6943d7350a9746a51e43da702fe931d3d5ab401d518aafd81c3cb36a6972,197,137,60,0
oracle,1.0,0.1081619035598833,0.0,0.0,0.0,1.0,0.0,0,0,60,0.6309297535714574,0.5,0.8333333333333334,606,104e6943d7350a9746a51e43da702fe931d3d5ab401d518aafd81c3cb36a6972,197,137,60,0
direct_loss,0.13333333333333333,0.121088537690477,0.006238828858484762,0.0,0.12754392558382316,0.85,0.11666666666666667,2,50,8,0.707635628676582,0.6666666666666666,0.0,607,5757073cfc70f8213bbefca71a7b4f3498051c65f765ba19c878253dd9df5964,200,140,60,1
fixed_risk_0.010,0.03333333333333333,0.11780972153258139,0.0029600127005891454,0.0,0.04229763424943178,0.8833333333333333,0.08333333333333333,0,58,2,0.0,1.0,0.3333333333333333,607,5757073cfc70f8213bbefca71a7b4f3498051c65f765ba19c878253dd9df5964,200,140,60,1
two_stage_0.25,0.06666666666666667,0.11896280559741329,0.004113096765421042,0.0,0.06918504388991378,0.8666666666666667,0.1,1,55,4,0.20966536979107023,0.95,0.2833333333333333,607,5757073cfc70f8213bbefca71a7b4f3498051c65f765ba19c878253dd9df5964,200,140,60,1
two_stage_0.30,0.06666666666666667,0.11896280559741329,0.004113096765421042,0.0,0.06918504388991378,0.8666666666666667,0.1,1,55,4,0.20966536979107023,0.95,0.2833333333333333,607,5757073cfc70f8213bbefca71a7b4f3498051c65f765ba19c878253dd9df5964,200,140,60,1
two_stage_0.35,0.06666666666666667,0.11896280559741329,0.004113096765421042,0.0,0.06918504388991378,0.8666666666666667,0.1,1,55,4,0.20966536979107023,0.95,0.2833333333333333,607,5757073cfc70f8213bbefca71a7b4f3498051c65f765ba19c878253dd9df5964,200,140,60,1
two_stage_0.40,0.06666666666666667,0.11896280559741329,0.004113096765421042,0.0,0.06918504388991378,0.8666666666666667,0.1,1,55,4,0.20966536979107023,0.95,0.2833333333333333,607,5757073cfc70f8213bbefca71a7b4f3498051c65f765ba19c878253dd9df5964,200,140,60,1
two_stage_0.45,0.06666666666666667,0.11896280559741329,0.004113096765421042,0.0,0.06918504388991378,0.8666666666666667,0.1,1,55,4,0.20966536979107023,0.95,0.2833333333333333,607,5757073cfc70f8213bbefca71a7b4f3498051c65f765ba19c878253dd9df5964,200,140,60,1
two_stage_0.50,0.06666666666666667,0.11896280559741329,0.004113096765421042,0.0,0.06918504388991378,0.8666666666666667,0.1,1,55,4,0.20966536979107023,0.95,0.2833333333333333,607,5757073cfc70f8213bbefca71a7b4f3498051c65f765ba19c878253dd9df5964,200,140,60,1
fixed_k3,0.03333333333333333,0.11780972153258139,0.0029600127005891454,0.0,0.04229763424943178,0.8833333333333333,0.08333333333333333,0,58,2,0.0,1.0,0.3333333333333333,607,5757073cfc70f8213bbefca71a7b4f3498051c65f765ba19c878253dd9df5964,200,140,60,0
oracle,1.0,0.11484970883199225,0.0,0.0,0.0,1.0,0.0,0,0,60,0.7408312764923358,0.5166666666666667,0.8666666666666667,607,5757073cfc70f8213bbefca71a7b4f3498051c65f765ba19c878253dd9df5964,200,140,60,0
direct_loss,0.18032786885245902,0.12150746035100081,0.004161988359000485,0.0,0.07020740437412246,0.8688524590163934,0.11475409836065574,1,49,11,0.6351158447134736,0.6721311475409836,0.0,608,4ffe97352a7dfad29f01f8f4b8c1022474c9830646f4e3939aa6a7638a7946db,202,141,61,1
fixed_risk_0.010,0.04918032786885246,0.12035651929568733,0.0030110473036870015,0.0,0.04351103213551455,0.8852459016393442,0.09836065573770492,0,58,3,0.1313475526786589,0.9672131147540983,0.29508196721311475,608,4ffe97352a7dfad29f01f8f4b8c1022474c9830646f4e3939aa6a7638a7946db,202,141,61,1
two_stage_0.25,0.03278688524590164,0.12035651929568733,0.0030110473036870015,0.0,0.04351103213551455,0.8852459016393442,0.09836065573770492,0,59,2,0.07614124243230617,0.9836065573770492,0.3114754098360656,608,4ffe97352a7dfad29f01f8f4b8c1022474c9830646f4e3939aa6a7638a7946db,202,141,61,0
two_stage_0.30,0.03278688524590164,0.12035651929568733,0.0030110473036870015,0.0,0.04351103213551455,0.8852459016393442,0.09836065573770492,0,59,2,0.07614124243230617,0.9836065573770492,0.3114754098360656,608,4ffe97352a7dfad29f01f8f4b8c1022474c9830646f4e3939aa6a7638a7946db,202,141,61,0
two_stage_0.35,0.03278688524590164,0.12035651929568733,0.0030110473036870015,0.0,0.04351103213551455,0.8852459016393442,0.09836065573770492,0,59,2,0.0,1.0,0.32786885245901637,608,4ffe97352a7dfad29f01f8f4b8c1022474c9830646f4e3939aa6a7638a7946db,202,141,61,0
two_stage_0.40,0.03278688524590164,0.12035651929568733,0.0030110473036870015,0.0,0.04351103213551455,0.8852459016393442,0.09836065573770492,0,59,2,0.0,1.0,0.32786885245901637,608,4ffe97352a7dfad29f01f8f4b8c1022474c9830646f4e3939aa6a7638a7946db,202,141,61,0
two_stage_0.45,0.03278688524590164,0.12035651929568733,0.0030110473036870015,0.0,0.04351103213551455,0.8852459016393442,0.09836065573770492,0,59,2,0.0,1.0,0.32786885245901637,608,4ffe97352a7dfad29f01f8f4b8c1022474c9830646f4e3939aa6a7638a7946db,202,141,61,0
two_stage_0.50,0.03278688524590164,0.12035651929568733,0.0030110473036870015,0.0,0.04351103213551455,0.8852459016393442,0.09836065573770492,0,59,2,0.0,1.0,0.32786885245901637,608,4ffe97352a7dfad29f01f8f4b8c1022474c9830646f4e3939aa6a7638a7946db,202,141,61,0
fixed_k3,0.03278688524590164,0.12035651929568733,0.0030110473036870015,0.0,0.04351103213551455,0.8852459016393442,0.09836065573770492,0,59,2,0.0,1.0,0.32786885245901637,608,4ffe97352a7dfad29f01f8f4b8c1022474c9830646f4e3939aa6a7638a7946db,202,141,61,0
oracle,1.0,0.11734547199200034,0.0,0.0,0.0,1.0,0.0,0,0,61,0.7353800603028069,0.5409836065573771,0.819672131147541,608,4ffe97352a7dfad29f01f8f4b8c1022474c9830646f4e3939aa6a7638a7946db,202,141,61,0
direct_loss,0.1935483870967742,0.12955575333282704,0.0085573986863156,0.0,0.09139219325189005,0.8064516129032258,0.16129032258064516,5,45,12,0.8160363916157954,0.5967741935483871,0.0,609,ab0fa4e7382a8789c04f1aa1528bbd511f79eee0d998dfc42ae6f82eb735f4e8,205,143,62,1
fixed_risk_0.010,0.04838709677419355,0.12800405848419308,0.007005703837681644,0.0,0.09139219325189005,0.8387096774193549,0.12903225806451613,3,56,3,0.39427778926413903,0.8709677419354839,0.2903225806451613,609,ab0fa4e7382a8789c04f1aa1528bbd511f79eee0d998dfc42ae6f82eb735f4e8,205,143,62,1
two_stage_0.25,0.08064516129032258,0.12383167067258596,0.0028333160260745156,0.0,0.0419045329762463,0.8870967741935484,0.08064516129032258,0,57,5,0.2551785208182621,0.9193548387096774,0.3548387096774194,609,ab0fa4e7382a8789c04f1aa1528bbd511f79eee0d998dfc42ae6f82eb735f4e8,205,143,62,1
two_stage_0.30,0.08064516129032258,0.12383167067258596,0.0028333160260745156,0.0,0.0419045329762463,0.8870967741935484,0.08064516129032258,0,57,5,0.2551785208182621,0.9193548387096774,0.3548387096774194,609,ab0fa4e7382a8789c04f1aa1528bbd511f79eee0d998dfc42ae6f82eb735f4e8,205,143,62,1
two_stage_0.35,0.04838709677419355,0.12383167067258596,0.0028333160260745156,0.0,0.0419045329762463,0.8870967741935484,0.08064516129032258,0,59,3,0.1763483650304062,0.9516129032258065,0.3709677419354839,609,ab0fa4e7382a8789c04f1aa1528bbd511f79eee0d998dfc42ae6f82eb735f4e8,205,143,62,0
two_stage_0.40,0.04838709677419355,0.12383167067258596,0.0028333160260745156,0.0,0.0419045329762463,0.8870967741935484,0.08064516129032258,0,59,3,0.1763483650304062,0.9516129032258065,0.3709677419354839,609,ab0fa4e7382a8789c04f1aa1528bbd511f79eee0d998dfc42ae6f82eb735f4e8,205,143,62,0
